"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2018,105258768,108482624,21,31784157
2018,105258908,108482763,1,31784195
2018,105258980,108482829,3,31784211
2018,105257290,108481113,3,31783773
2018,105257529,108481376,1,31783832
2018,105257529,108481380,16,31783837
2018,105257760,108481615,16,31783923
2018,105258385,108482257,19,31784071
2018,104553292,107769594,16,31571351
2018,104553708,107770019,18,31571513
2018,104555372,107771612,3,31572037
2018,104558692,107775109,22,31573286
2018,104553000,107769295,1,31571194
2018,104553149,107769457,1,31571271
2018,104552748,107769037,3,31571114
2018,104555417,107771656,18,31572055
2018,104555443,107771683,3,31572067
2018,104555446,107771683,24,31572069
2018,104553278,107769576,1,31571346
2018,104553282,107769576,1,31571347
2018,104553275,107769576,1,31571345
2018,104553271,107769576,1,31571344
2018,104558716,107775135,1,31573305
2018,104552847,107769139,21,31571144
2018,104553200,107769498,17,31571295
2018,105257387,108481212,1,31783799
2018,105258463,108482325,18,31784096
2018,105258540,108482401,16,31784114
2018,105258655,108482519,3,31784138
2018,105258969,108482811,1,31784209
2018,105258965,108482811,1,31784208
2018,105258959,108482811,1,31784206
2018,105257511,108481351,19,31783826
2018,105257635,108481468,3,31783877
2018,105258022,108481896,21,31783996
2018,105258217,108482081,4,31784037
2018,105258561,108482419,3,31784115
2018,105258983,108482836,1,31784212
2018,105258987,108482836,1,31784213
2018,105257344,108481174,1,31783788
2018,105257345,108481174,1,31783789
2018,105257422,108481251,5,31783806
2018,105257420,108481251,21,31783805
2018,105257426,108481257,5,31783807
2018,105257504,108481337,1,31783823
2018,105257530,108481375,21,31783830
2018,105257714,108481533,3,31783905
2018,105257845,108481698,1,31783944
2018,105257991,108481862,1,31783983
2018,105258201,108482072,3,31784034
2018,105258444,108482304,7,31784089
2018,105258441,108482304,7,31784087
2018,105257519,108481373,16,31783829
2018,105257541,108481384,1,31783839
2018,105257551,108481384,1,31783843
2018,105257546,108481384,1,31783842
2018,105257623,108481454,3,31783868
2018,105257752,108481597,9,31783921
2018,105258407,108482247,16,31784080
2018,105258402,108482247,16,31784079
2018,105258430,108482286,17,31784084
2018,105258423,108482286,19,31784083
2018,105258770,108482623,4,31784158
2018,105258765,108482623,21,31784156
2018,105258826,108482683,5,31784168
2018,105258830,108482683,3,31784170
2018,105256853,108480644,1,31783686
2018,105257780,108481628,16,31783927
2018,105257855,108481721,1,31783948
2018,105257879,108481731,3,31783955
2018,105257979,108481843,9,31783976
2018,105257992,108481843,25,31783982
2018,105257992,108481844,9,31783984
2018,105257979,108481844,3,31783977
2018,105257979,108481839,25,31783974
2018,105257992,108481839,9,31783980
2018,105258615,108482465,3,31784123
2018,105258769,108482630,3,31784159
2018,105258855,108482713,21,31784177
2018,105258976,108482823,18,31784210
2018,105831643,109063236,18,31956235
2018,105833665,109065264,15,31956652
2018,105831677,109063266,5,31956240
2018,105831782,109063385,3,31956257
2018,105831968,109063586,3,31956313
2018,105831970,109063586,4,31956314
2018,105832168,109063780,3,31956360
2018,105833361,109064976,3,31956555
2018,105832122,109063734,5,31956350
2018,105832280,109063886,13,31956380
2018,105833377,109064990,17,31956564
2018,106211712,109445631,5,32073362
2018,106211861,109445784,5,32073415
2018,106212740,109446646,17,32073702
2018,106212942,109446860,1,32073826
2018,106213034,109446957,1,32073858
2018,106215220,109449249,18,32074863
2018,106215462,109449482,24,32074953
2018,106215460,109449482,24,32074952
2018,105831730,109063327,19,31956252
2018,105831914,109063535,3,31956295
2018,105831990,109063615,22,31956319
2018,105832180,109063788,15,31956363
2018,105832176,109063788,15,31956362
2018,105832440,109064043,1,31956409
2018,105831780,109063380,17,31956256
2018,105831953,109063577,3,31956311
2018,106210485,109444368,16,32073006
2018,106210487,109444368,16,32073008
2018,106210577,109444465,21,32073031
2018,106210935,109444834,24,32073156
2018,106210926,109444834,24,32073153
2018,106210933,109444834,24,32073154
2018,106211436,109445335,1,32073294
2018,106211654,109445570,3,32073347
2018,106215197,109449227,16,32074858
2018,106215222,109449255,3,32074865
2018,106215404,109449434,9,32074940
2018,105832119,109063731,3,31956349
2018,105832464,109064068,3,31956413
2018,105833032,109064648,16,31956461
2018,105833225,109064833,25,31956521
2018,105833228,109064833,16,31956523
2018,105833228,109064834,25,31956524
2018,105833225,109064834,16,31956522
2018,105833556,109065155,1,31956612
2018,105833659,109065254,1,31956648
2018,105833434,109065046,1,31956583
2018,105833462,109065070,17,31956589
2018,106215880,109449936,1,32075116
2018,106215875,109449936,1,32075113
2018,105832028,109063649,16,31956333
2018,105832158,109063775,16,31956358
2018,105832447,109064048,19,31956411
2018,105833011,109064626,15,31956453
2018,105833653,109065248,1,31956646
2018,105833673,109065282,20,31956657
2018,106210627,109444520,15,32073044
2018,106210716,109444605,1,32073072
2018,106210992,109444900,16,32073163
2018,106211003,109444900,16,32073169
2018,106210999,109444900,16,32073168
2018,106211042,109444940,16,32073179
2018,106211036,109444940,16,32073176
2018,106211046,109444940,16,32073181
2018,106211361,109445271,25,32073275
2018,106211362,109445271,14,32073277
2018,106211361,109445273,14,32073276
2018,106211362,109445273,25,32073278
2018,106211580,109445499,24,32073331
2018,106211591,109445499,24,32073336
2018,106213917,109447857,1,32074325
2018,106214024,109447970,3,32074375
2018,106214029,109447970,24,32074379
2018,106214079,109448028,21,32074412
2018,106214106,109448053,3,32074420
2018,106214948,109448968,5,32074758
2018,106215123,109449149,26,32074807
2018,106215793,109449856,7,32075063
2018,106210689,109444581,19,32073063
2018,106210686,109444581,17,32073061
2018,106211015,109444923,14,32073172
2018,106211668,109445586,13,32073350
2018,106211741,109445659,19,32073374
2018,106211743,109445659,17,32073375
2018,106211790,109445710,1,32073387
2018,106211874,109445798,17,32073425
2018,106212289,109446210,21,32073534
2018,106212704,109446594,16,32073684
2018,106213251,109447180,1,32073990
2018,106213355,109447282,17,32074039
2018,106213890,109447840,5,32074315
2018,106214152,109448104,1,32074438
2018,106214152,109448100,1,32074437
2018,106214327,109448296,5,32074526
2018,106215207,109449235,1,32074861
2018,106215206,109449235,1,32074860
2018,106215796,109449862,21,32075065
2018,106211940,109445864,16,32073439
2018,106211989,109445917,8,32073447
2018,106212022,109445951,24,32073455
2018,106212771,109446668,24,32073711
2018,106214919,109448940,3,32074744
2018,106215338,109449367,17,32074918
2018,106215329,109449367,5,32074912
2018,106215332,109449367,17,32074916
2018,106215417,109449451,21,32074943
2018,106215998,109450052,1,32075156
2018,106215998,109450054,19,32075157
2018,106210756,109444655,18,32073095
2018,106210772,109444670,1,32073102
2018,106210921,109444803,16,32073149
2018,106210921,109444808,16,32073151
2018,106210921,109444801,16,32073144
2018,106210921,109444798,16,32073143
2018,106210921,109444806,16,32073150
2018,106211038,109444946,3,32073178
2018,106211352,109445265,3,32073272
2018,106211716,109445633,17,32073363
2018,106211845,109445770,1,32073412
2018,106211892,109445819,3,32073427
2018,106212376,109446293,24,32073545
2018,106212482,109446387,1,32073572
2018,106213763,109447720,19,32074236
2018,106214127,109448078,5,32074427
2018,106214324,109448294,5,32074525
2018,106214645,109448628,17,32074632
2018,106215347,109449360,25,32074919
2018,106215347,109449361,3,32074923
2018,106215331,109449361,25,32074913
2018,106215331,109449360,3,32074911
2018,106215801,109449863,3,32075066
2018,106215888,109449948,3,32075120
2018,112573509,115944239,15,34180558
2018,112573510,115944239,15,34180559
2018,112573509,115951620,15,34180557
2018,112573510,115951620,15,34176835
2018,112578078,115947195,1,34180571
2018,112578098,115947221,17,34175210
2018,112573591,115947237,21,34180586
2018,112582315,115951823,3,34175244
2018,112573656,115951834,1,34180617
2018,112578213,115944387,1,34175248
2018,112578213,115951834,1,34180615
2018,112573656,115951835,1,34175249
2018,112578213,115951835,1,34180616
2018,112573656,115944387,1,34176895
2018,112578216,115951842,18,34180620
2018,112578217,115947337,1,34180621
2018,112578268,115947374,3,34180635
2018,112582367,115944443,21,34176909
2018,112578307,115951930,18,34180638
2018,112578363,115947433,21,34180648
2018,112573752,115947433,5,34180649
2018,112578384,115952003,6,34180654
2018,112582459,115952017,25,34180660
2018,112573769,115947459,25,34185276
2018,106210767,109444662,21,32073100
2018,106211083,109444986,1,32073191
2018,112583072,115948111,16,34185398
2018,106211325,109445222,18,32073257
2018,106211326,109445223,8,32073260
2018,106211326,109445222,18,32073259
2018,106211325,109445223,8,32073258
2018,106211583,109445500,1,32073333
2018,106211847,109445773,3,32073413
2018,106211900,109445829,3,32073431
2018,112579175,115948136,3,34177061
2018,106212252,109446178,21,32073528
2018,112574548,115952924,3,34185432
2018,106214301,109448271,25,32074517
2018,106214301,109448267,21,32074516
2018,106214300,109448267,25,32074513
2018,106214300,109448271,21,32074515
2018,106215638,109449701,3,32074998
2018,106215776,109449839,17,32075057
2018,106215775,109449839,17,32075056
2018,106215897,109449958,18,32075124
2018,112579336,115952944,26,34180825
2018,112583205,115955266,13,34180827
2018,112579339,115952946,13,34180828
2018,112583205,115952946,25,34185458
2018,112579339,115955266,25,34180829
2018,112583208,115955271,16,34180832
2018,112583208,115955267,16,34180831
2018,112583208,115952947,16,34177084
2018,112583208,115952949,16,34180830
2018,112574600,115955290,3,34177092
2018,112574596,115948263,4,34180840
2018,112574602,115955291,1,34185460
2018,112574608,115948269,24,34180841
2018,112579369,115948278,18,34180845
2018,112574623,115955307,5,34185463
2018,112574650,115953007,16,34185473
2018,112579403,115948329,16,34177102
2018,112574665,115955340,3,34185476
2018,112574677,115948347,24,34180865
2018,112583293,115955366,19,34177107
2018,112574786,115953135,19,34185513
2018,112574785,115953135,17,34185512
2018,112579532,115948464,3,34180901
2018,112579540,115955479,3,34180904
2018,116606790,119940356,1,35535437
2018,116611974,119940615,1,35545435
2018,116611986,119950271,19,35535519
2018,116607038,119945491,5,35545440
2018,116612054,119945540,21,35545453
2018,116616782,119940683,5,35535557
2018,116616893,119950418,24,35540529
2018,116612178,119940825,24,35545475
2018,116616893,119950419,24,35540530
2018,116612178,119950418,24,35545476
2018,116616893,119940825,24,35545477
2018,116612178,119950419,24,35540528
2018,116607237,119940853,3,35535601
2018,116612230,119945723,3,35540536
2018,116607413,119950561,3,35540563
2018,116607421,119950566,19,35540565
2018,112576039,115959667,21,34181152
2018,112576076,115959708,17,34177416
2018,112576084,115956700,16,34185776
2018,112573581,115951719,25,34176857
2018,112582250,115947270,1,34176880
2018,112578142,115947270,19,34176879
2018,112573581,115947229,1,34180581
2018,112573582,115947229,25,34175218
2018,112573582,115951719,1,34175217
2018,112578203,115951825,1,34180613
2018,112578203,115944386,3,34180612
2018,112582354,115951899,3,34176907
2018,112582396,115944466,19,34176913
2018,112573795,115952061,3,34185286
2018,112578806,115954791,24,34185343
2018,112578806,115954789,24,34177011
2018,112579077,115952718,18,34180780
2018,112579113,115948081,3,34180789
2018,112575933,115949539,1,34177392
2018,112575961,115956583,24,34181134
2018,112580597,115956583,24,34181135
2018,112580598,115956583,24,34185750
2018,112575975,115954217,3,34181136
2018,112576014,115956628,17,34185758
2018,112576061,115954310,1,34185767
2018,112578102,115944305,16,34176855
2018,112582305,115947322,16,34180610
2018,112582347,115951883,19,34176903
2018,112580607,115954215,3,34177399
2018,112573946,115952285,24,34185321
2018,112578898,115954856,21,34185359
2018,112574373,115955045,25,34185386
2018,112583032,115952743,25,34177045
2018,112574373,115952743,3,34185385
2018,112583032,115955045,3,34177046
2018,112580658,115956638,1,34177405
2018,112580658,115959652,3,34181148
2018,112580662,115954266,18,34185761
2018,112576124,115954391,15,34177423
2018,113659146,117011966,15,34510175
2018,112578076,115951687,16,34176844
2018,112578076,115944280,9,34176845
2018,112578162,115944360,17,34180603
2018,112578269,115947375,15,34176906
2018,112578543,115947552,5,34180690
2018,112578554,115947561,1,34180698
2018,112574118,115952475,11,34185350
2018,112574117,115952475,18,34177015
2018,112578402,115944521,18,34180661
2018,112573770,115944521,18,34176927
2018,112573783,115944536,24,34185281
2018,112573785,115944536,24,34180662
2018,112578556,115944603,21,34185308
2018,112574003,115952356,19,34185333
2018,112582698,115952355,19,34185335
2018,112574003,115952355,25,34185332
2018,112582698,115952356,25,34180727
2018,112574029,115947743,3,34180735
2018,112578776,115947772,17,34185340
2018,112578847,115952493,1,34177018
2018,112574453,115955139,9,34185411
2018,112579380,115948294,24,34180848
2018,112574745,115955425,5,34185496
2018,112579650,115955583,1,34185544
2018,112575191,115953531,1,34185602
2018,112579906,115953531,5,34180982
2018,112575187,115953530,1,34180979
2018,112579906,115953530,1,34180981
2018,112575189,115953531,5,34185601
2018,112575189,115953530,1,34177221
2018,112575191,115953530,5,34180983
2018,112575187,115953531,5,34180980
2018,112583775,115948785,18,34177225
2018,112575332,115953674,14,34185643
2018,112580200,115956125,1,34181031
2018,112574662,115953012,1,34185474
2018,112583386,115948441,21,34180890
2018,112579629,115948550,3,34180942
2018,112574918,115955580,1,34177181
2018,112583570,115953323,3,34180958
2018,112583585,115955634,16,34177191
2018,112579738,115948648,1,34185562
2018,112575083,115948716,1,34185583
2018,112583743,115955797,3,34177214
2018,112579878,115955803,5,34177215
2018,112580002,115953631,1,34185622
2018,112575279,115953631,19,34185621
2018,112575280,115953631,1,34185623
2018,112580041,115948899,15,34181012
2018,112583965,115956043,5,34181022
2018,112575430,115956058,19,34185658
2018,112580162,115956085,18,34181028
2018,112580162,115956084,18,34185661
2018,112583916,115948927,5,34177258
2018,112575356,115948927,5,34177260
2018,112583916,115953704,20,34177259
2018,112575356,115953704,5,34185649
2018,112575395,115953746,1,34185652
2018,112575394,115953746,17,34185651
2018,112573769,115952017,21,34185277
2018,112582459,115947459,21,34185278
2018,112578452,115944544,1,34176932
2018,112584353,115954081,3,34177352
2018,112578542,115944591,5,34180689
2018,112582779,115947836,3,34177016
2018,112582836,115954876,21,34185360
2018,112574236,115952614,9,34177029
2018,112578996,115952632,3,34177036
2018,112582941,115952676,16,34177038
2018,112574299,115952683,18,34180779
2018,112574307,115952695,3,34177039
2018,112583002,115955014,3,34177043
2018,112579092,115955025,24,34180784
2018,112583529,115948562,25,34185539
2018,112579641,115948563,25,34177179
2018,112583529,115948561,1,34177177
2018,112579641,115948562,1,34180947
2018,112579641,115948561,1,34180945
2018,112574913,115948563,1,34180944
2018,112574913,115948562,1,34177176
2018,112583529,115948563,1,34185540
2018,112574913,115948561,25,34185538
2018,112574997,115955652,1,34180959
2018,112583770,115953537,1,34177224
2018,112583850,115953623,16,34177235
2018,112575334,115948912,1,34185645
2018,112580149,115948979,3,34177266
2018,112580177,115953809,17,34177271
2018,112580298,115949166,16,34177296
2018,112584172,115949180,16,34185683
2018,112580316,115949188,3,34181067
2018,112584180,115953957,3,34177305
2018,112575636,115953962,21,34185686
2018,112580374,115949263,3,34185695
2018,112584281,115956362,5,34177318
2018,112584301,115949311,5,34185702
2018,112575753,115949311,6,34185701
2018,112575754,115949311,5,34177325
2018,112580423,115949326,3,34181084
2018,112580428,115954055,15,34185704
2018,112575945,115949556,26,34185748
2018,112575963,115954203,3,34177396
2018,112584609,115959662,5,34181150
2018,112584619,115956650,14,34181151
2018,112584631,115954297,21,34181158
2018,112580712,115954318,24,34181160
2018,112584656,115959701,5,34185770
2018,112584685,115959728,1,34177420
2018,112580760,115954366,5,34181167
2018,112580780,115954393,15,34181171
2018,112573579,115951714,25,34180579
2018,112573577,115944304,25,34180577
2018,112578116,115944316,9,34180587
2018,112578117,115944316,15,34180588
2018,112578167,115951784,13,34176884
2018,112573680,115947363,3,34180629
2018,112575899,115949493,1,34181124
2018,112575521,115956163,3,34177278
2018,112573847,115952148,3,34176955
2018,112584472,115949519,15,34185742
2018,112578652,115952272,1,34180714
2018,112580257,115949121,1,34181038
2018,112575644,115953968,5,34185687
2018,112575643,115953968,21,34177311
2018,112575980,115949594,16,34181139
2018,112574020,115954733,19,34180731
2018,112578758,115947750,3,34177002
2018,112582768,115947821,25,34177013
2018,112582768,115954803,14,34180745
2018,112578824,115947821,14,34185348
2018,112578824,115954803,25,34180744
2018,112578840,115952483,3,34180753
2018,112574208,115954894,1,34177028
2018,112574210,115947914,17,34185361
2018,112580679,115954288,1,34181155
2018,112583034,115948077,8,34177048
2018,112574375,115948077,8,34180788
2018,112580691,115954295,3,34181157
2018,112580715,115959702,21,34181162
2018,112576083,115959711,15,34185775
2018,112580793,115959772,3,34177425
2018,112583495,115953242,1,34177169
2018,112583875,115953649,3,34177244
2018,112573878,115952180,3,34180704
2018,112583028,115955043,17,34180786
2018,112584406,115956478,3,34177370
2018,112584488,115949536,3,34177391
2018,112580727,115956696,16,34185773
2018,112576102,115959736,1,34185779
2018,112579557,115955488,3,34180915
2018,112579576,115955500,17,34180923
2018,112579713,115953349,1,34177190
2018,112583650,115955697,21,34185571
2018,112575135,115953471,7,34185589
2018,112579852,115955776,16,34177211
2018,112583736,115955789,24,34185594
2018,112575226,115953573,24,34185610
2018,112583805,115948808,3,34177229
2018,112579950,115955873,5,34180988
2018,112579951,115955873,25,34180990
2018,112579950,115953581,25,34177230
2018,112579951,115953581,17,34180989
2018,112579980,115955902,15,34180993
2018,112575301,115955938,21,34185629
2018,112575317,115948896,3,34181011
2018,112575317,115948897,18,34185634
2018,112575347,115955981,1,34177255
2018,112575408,115953757,21,34177265
2018,112580138,115953757,13,34177264
2018,112575440,115948990,24,34185659
2018,112579616,115953253,1,34180936
2018,112574944,115955595,1,34177186
2018,112574941,115955595,1,34185549
2018,112574941,115955594,1,34185548
2018,124391682,127885619,25,38453554
2018,124391682,127881726,1,38444799
2018,124391682,127885620,1,38444800
2018,124398782,127881725,1,38444802
2018,124398782,127885619,1,38449841
2018,124398881,127878795,3,38453612
2018,124395455,127878851,17,38453638
2018,112583601,115955653,3,34177196
2018,112579790,115955713,19,34180964
2018,112579792,115955713,17,34180965
2018,112583695,115953442,3,34177209
2018,124392673,127879708,18,38450083
2018,112579398,115948324,3,34180860
2018,112583262,115948333,15,34177104
2018,112583334,115955399,24,34185486
2018,112579472,115953088,21,34177124
2018,112579472,115953087,16,34177123
2018,112579469,115953087,21,34185491
2018,112579469,115953088,16,34180883
2018,112583496,115948532,1,34180930
2018,112583571,115955623,24,34185555
2018,112575412,115948972,1,34181023
2018,112580150,115956052,3,34177267
2018,112583091,115952798,3,34177062
2018,112574544,115952920,21,34180815
2018,112574578,115955265,24,34177081
2018,112579346,115955278,3,34180834
2018,112583747,115955804,9,34177217
2018,112575210,115955843,3,34185606
2018,112575415,115948974,5,34181024
2018,112574944,115955594,1,34177185
2018,112574954,115948595,3,34185553
2018,112579718,115953351,16,34185558
2018,112575052,115953415,19,34180963
2018,112583680,115953430,16,34185582
2018,112579871,115955799,1,34185595
2018,112575231,115953574,24,34185611
2018,112583863,115953633,5,34177239
2018,116716968,120037288,3,35583462
2018,116710339,120029348,1,35579480
2018,116712297,120037299,24,35583463
2018,116712328,120037317,3,35585315
2018,116717005,120029396,3,35583469
2018,116712351,120029421,1,35585320
2018,116712405,120037377,1,35585333
2018,116710460,120029481,18,35583481
2018,116717083,120029503,13,35585337
2018,112574432,115952802,1,34177064
2018,112574495,115948194,1,34177069
2018,112579247,115948197,3,34180805
2018,112583214,115952960,1,34180835
2018,112579443,115948378,21,34180869
2018,112579444,115948378,25,34185482
2018,112579443,115953050,25,34180870
2018,112579444,115953050,21,34180871
2018,112583555,115955607,1,34185552
2018,112575219,115955859,1,34185608
2018,116700527,120035552,3,35564814
2018,116707528,120035633,3,35582923
2018,116700697,120035721,24,35564852
2018,116700704,120035730,1,35564856
2018,116705365,120026564,16,35583009
2018,116700774,120035821,16,35564890
2018,116700775,120031251,16,35564891
2018,116707856,120026616,9,35578694
2018,116707862,120026623,21,35578695
2018,116705428,120031284,1,35583026
2018,116700833,120026714,1,35564910
2018,116705432,120026726,25,35578727
2018,116700838,120026724,25,35583029
2018,116700838,120026726,3,35583030
2018,116705432,120026724,3,35578726
2018,116700926,120035948,14,35564949
2018,116700957,120035974,3,35564955
2018,116705549,120026960,1,35583073
2018,116700965,120026960,1,35564958
2018,116701021,120027044,19,35578839
2018,116708278,120027049,1,35578845
2018,112584184,115956281,1,34185685
2018,112580410,115949316,26,34181080
2018,112580418,115949323,21,34181083
2018,112575626,115953953,16,34185684
2018,112578130,115947258,5,34176867
2018,112573690,115944420,21,34180634
2018,112580557,115954169,17,34181128
2018,112582514,115952093,16,34185287
2018,112582512,115952093,16,34180671
2018,112582514,115952092,16,34176938
2018,112582512,115952092,16,34180670
2018,112575610,115953937,4,34185678
2018,112580296,115956257,1,34181056
2018,112574101,115952453,16,34180742
2018,112582873,115952602,1,34185366
2018,112578994,115954935,3,34180776
2018,112580565,115956548,3,34177385
2018,112584651,115956685,17,34185769
2018,112573561,115951697,17,34175206
2018,112578085,115947205,3,34175207
2018,112573573,115944301,24,34180575
2018,112578099,115951715,19,34176854
2018,112578112,115947233,1,34180584
2018,112578112,115951722,25,34180582
2018,112573584,115947233,25,34176859
2018,112573584,115951722,20,34176858
2018,112573992,115947716,3,34176986
2018,112582700,115954724,3,34176990
2018,112578977,115947928,22,34185368
2018,112582916,115952652,16,34180778
2018,112579114,115955051,3,34177049
2018,112574386,115955061,21,34185389
2018,112583070,115948108,16,34180792
2018,112583071,115948108,16,34177055
2018,112574402,115948108,16,34177056
2018,112584162,115956258,25,34185681
2018,112584160,115956259,25,34177297
2018,112584162,115956259,15,34181060
2018,112584160,115956258,15,34185680
2018,112584400,115956477,1,34177367
2018,112580575,115954186,1,34185747
2018,112584731,115956754,1,34181169
2018,112579157,115948117,1,34185401
2018,112579190,115955130,20,34180799
2018,112574760,115953114,3,34185502
2018,112583468,115953209,24,34180927
2018,112583468,115953210,24,34180928
2018,112583470,115953209,24,34185525
2018,113653230,117015643,24,34510882
2018,113653229,117015643,24,34510881
2018,113653204,117020331,16,34510869
2018,113659071,117020331,16,34510868
2018,113653210,117020338,16,34510874
2018,113659078,117020338,25,34510144
2018,113659078,117011877,16,34520279
2018,113653210,117020337,15,34510872
2018,113653210,117011877,1,34510873
2018,113659078,117020337,16,34510143
2018,113659102,117015651,3,34510154
2018,113659102,117015650,1,34520285
2018,113659102,117015652,1,34510887
2018,112574452,115955135,1,34180801
2018,112579195,115955135,1,34180800
2018,112574459,115955144,21,34185413
2018,112574721,115948399,17,34180879
2018,112574729,115953076,24,34180880
2018,112574749,115948434,3,34185497
2018,112579715,115948628,1,34177192
2018,112575033,115948682,17,34185569
2018,112575124,115955766,1,34185588
2018,112575158,115955798,18,34180975
2018,112579902,115953532,3,34177220
2018,112575326,115955961,3,34185641
2018,112575338,115948916,3,34181016
2018,112574853,115953210,24,34177163
2018,112574853,115953209,24,34180926
2018,112583470,115953210,24,34177164
2018,112574959,115953322,24,34185554
2018,112583679,115948707,18,34177207
2018,112575119,115948745,3,34185587
2018,112583739,115955796,3,34180974
2018,112583856,115953626,1,34181004
2018,112579996,115953626,1,34177238
2018,112575333,115953675,1,34185644
2018,112575385,115953736,1,34185650
2018,112573442,115944164,9,34180547
2018,112573521,115944248,3,34175195
2018,112573521,115944247,25,34176840
2018,112578033,115944247,3,34176838
2018,112578033,115944248,25,34176839
2018,112582168,115951672,16,34175200
2018,112582182,115947191,1,34180570
2018,112573588,115947235,18,34175220
2018,112582247,115947268,16,34176877
2018,112582267,115947283,3,34176885
2018,112578267,115947372,1,34176905
2018,112582419,115944493,17,34176918
2018,112582418,115944493,17,34176917
2018,112582450,115944516,3,34180659
2018,112573786,115944537,14,34185282
2018,112575992,115949607,15,34181141
2018,112580634,115954237,3,34181142
2018,112575819,115949392,1,34185725
2018,112584479,115949524,21,34177384
2018,112574480,115955161,1,34185416
2018,112574617,115952977,1,34180846
2018,112574617,115948281,1,34185461
2018,112579456,115948396,3,34180877
2018,112574732,115953077,19,34185490
2018,112583353,115953077,19,34177121
2018,112574731,115953077,17,34185489
2018,112579464,115953077,17,34177120
2018,112574878,115953244,1,34180931
2018,112579688,115955617,18,34180957
2018,112575035,115948683,3,34177202
2018,112583763,115955828,26,34177223
2018,112575197,115955834,19,34185603
2018,112583852,115948849,1,34177236
2018,112575285,115955920,19,34181005
2018,112575303,115955940,1,34181007
2018,112575303,115953650,1,34177245
2018,112582074,115951567,24,34176828
2018,112582155,115944262,3,34175199
2018,112578088,115951706,3,34175208
2018,112580392,115949287,18,34177317
2018,112575751,115956376,1,34181079
2018,112582455,115944520,18,34176926
2018,112573837,115952138,17,34176951
2018,112573837,115952140,1,34185303
2018,112575914,115956536,1,34177382
2018,112575913,115956536,5,34181127
2018,112584475,115954171,1,34177383
2018,112582862,115952591,3,34185364
2018,112574301,115954974,1,34185380
2018,112583124,115952841,1,34185414
2018,112574501,115955194,26,34180808
2018,112579435,115953042,1,34177109
2018,112583392,115948444,18,34185504
2018,112583625,115953381,14,34177200
2018,112583696,115948726,3,34177210
2018,112583868,115953638,17,34177241
2018,112575323,115955960,1,34185638
2018,112575351,115948925,18,34185648
2018,112583928,115948942,9,34181020
2018,112575407,115956038,14,34181021
2018,112580137,115956038,17,34185655
2018,112584053,115949056,19,34177274
2018,112575606,115956242,3,34185677
2018,112580603,115956592,12,34185751
2018,112584578,115956627,18,34177404
2018,112584578,115956626,18,34185756
2018,112584578,115954246,18,34185757
2018,112584601,115954269,18,34185762
2018,112584611,115959663,21,34177410
2018,112580716,115959703,5,34177415
2018,112578072,115947189,1,34180569
2018,112574633,115955315,3,34185464
2018,112578101,115947224,16,34176856
2018,112573578,115947224,25,34175213
2018,112578101,115947222,25,34180580
2018,112573578,115947222,16,34176853
2018,112573592,115947236,3,34175222
2018,112582244,115947267,1,34176874
2018,112582271,115947284,3,34180606
2018,112579646,115953278,5,34177180
2018,112573791,115947488,16,34176931
2018,112582527,115947530,3,34180676
2018,112578513,115947530,25,34180674
2018,112578513,115952116,3,34180675
2018,112582527,115952116,25,34180677
2018,112573909,115952221,25,34185316
2018,112582610,115952221,3,34176971
2018,112582610,115952220,25,34180708
2018,112573909,115952220,3,34185315
2018,112573915,115952241,24,34185319
2018,112582626,115947631,24,34176972
2018,116712002,120032460,3,35579350
2018,112582712,115952388,1,34177001
2018,112574146,115947854,9,34177021
2018,112578867,115947854,1,34180757
2018,112582839,115954880,1,34177025
2018,112583011,115955021,1,34180783
2018,112583230,115948282,3,34177095
2018,112574926,115948576,1,34180955
2018,112574926,115948575,1,34180954
2018,112579733,115948639,18,34185561
2018,112579730,115948639,18,34185560
2018,112579762,115955679,24,34185567
2018,112579877,115955801,3,34180976
2018,112583749,115953508,24,34180978
2018,112580097,115955988,18,34177257
2018,112583978,115948982,24,34177268
2018,116712003,120032460,3,35565256
2018,116717044,120029447,3,35579508
2018,112580293,115949160,3,34177295
2018,112584165,115949177,21,34181061
2018,112584173,115956269,3,34181065
2018,112584269,115949278,17,34181074
2018,112580385,115949278,12,34181073
2018,116712452,120029519,1,35585343
2018,112584587,115956631,26,34181146
2018,112576038,115954282,1,34185764
2018,112576091,115956712,1,34185778
2018,112584676,115956712,1,34185777
2018,112584107,115953890,5,34177286
2018,112584149,115953936,17,34177294
2018,112575835,115956460,5,34185728
2018,112575927,115949532,3,34177386
2018,113659096,117020357,5,34510150
2018,113653247,117011914,24,34510156
2018,109279068,112593221,15,33059811
2018,109279135,112585065,16,33059832
2018,109281510,112588514,3,33063589
2018,109285195,112588582,3,33055362
2018,109281605,112593674,3,33055374
2018,109281312,112593313,21,33059843
2018,109279164,112585085,18,33059845
2018,109284871,112584901,5,33063505
2018,109279089,112593247,1,33059814
2018,109284933,112593355,3,33059848
2018,109281334,112588304,25,33055283
2018,109281334,112588305,3,33063556
2018,109281335,112588305,25,33063558
2018,109281335,112588304,3,33063557
2018,109279382,112585272,1,33055326
2018,109281604,112585384,3,33063611
2018,109279425,112585311,3,33055346
2018,109279027,112593172,3,33059804
2018,109279066,112593216,17,33059809
