"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2018,3,123971161
2018,1,123969713
2018,4,123975928
2018,4,123971225
2018,4,123969789
2018,4,123975993
2018,4,123975991
2018,4,123971278
2018,4,123971295
2018,3,123971302
2018,3,123971303
2018,4,123971310
2018,4,123969879
2018,4,123976057
2018,4,123969905
2018,4,123969933
2018,4,130348400
2018,4,130357166
2018,4,130348417
2018,4,123971468
2018,3,123976135
2018,4,130348422
2018,4,123976149
2018,3,123971520
2018,3,123971519
2018,1,123971542
2018,4,123971562
2018,1,130348437
2018,4,123970057
2018,3,123976242
2018,4,123970083
2018,3,130348442
2018,4,123976268
2018,4,123970131
2018,3,130357187
2018,4,123976308
2018,4,123976315
2018,4,123971802
2018,3,130357188
2018,4,130353166
2018,4,123971819
2018,4,123971835
2018,4,123970237
2018,4,123971859
2018,3,123976354
2018,4,123971875
2018,3,123976361
2018,1,123976362
2018,4,123971892
2018,4,123971902
2018,4,123970302
2018,4,123971923
2018,3,123971942
2018,3,123980344
2018,4,123971967
2018,3,123976420
2018,4,123972009
2018,4,123972023
2018,4,123980388
2018,4,123980396
2018,4,123976454
2018,4,123972066
2018,1,123972095
2018,1,123980432
2018,4,123972104
2018,4,123980446
2018,4,123980453
2018,4,123972217
2018,4,123976567
2018,4,123972263
2018,4,123972274
2018,4,123980562
2018,4,123972300
2018,4,123972311
2018,4,123980576
2018,4,123976643
2018,4,123976641
2018,4,123976663
2018,4,123976693
2018,4,123976699
2018,4,130353167
2018,4,130357213
2018,4,123976744
2018,3,130357212
2018,4,123972502
2018,4,123972501
2018,4,123976774
2018,4,130348475
2018,4,130357221
2018,4,130357222
2018,4,130353222
2018,4,130348555
2018,4,123969932
2018,4,123969930
2018,4,123971462
2018,4,123971461
2018,3,123971492
2018,4,123976152
2018,4,123976168
2018,4,123976167
2018,4,123976192
2018,4,123971578
2018,4,123971636
2018,4,123970089
2018,4,123970091
2018,4,123971658
2018,4,123971679
2018,4,123971708
2018,3,123971713
2018,4,123971721
2018,4,123971728
2018,4,123971744
2018,4,123970185
2018,4,123970191
2018,4,123970224
2018,4,123971847
2018,3,123976359
2018,4,123970270
2018,4,123970278
2018,4,123970285
2018,4,123971915
2018,4,123972005
2018,4,123976443
2018,3,123976450
2018,4,123976448
2018,4,123976452
2018,4,123972046
2018,4,123976466
2018,4,123972056
2018,3,123972064
2018,4,123976478
2018,4,123972081
2018,4,123980430
2018,4,123976499
2018,4,123972114
2018,4,123980452
2018,4,123976519
2018,4,123972194
2018,4,123972206
2018,4,123972235
2018,4,123980509
2018,4,123980520
2018,4,123980530
2018,4,123972257
2018,4,123976598
2018,4,123980574
2018,4,123980580
2018,4,123980626
2018,4,123972425
2018,4,123972430
2018,4,123972519
2018,4,123972549
2018,4,123969750
2018,4,123975996
2018,4,123976020
2018,4,123976027
2018,4,123976034
2018,4,123976037
2018,4,123971318
2018,4,123969864
2018,4,123976119
2018,4,123969948
2018,4,123971467
2018,4,123976123
2018,4,123976124
2018,4,123976125
2018,4,123971480
2018,4,123971482
2018,4,123969970
2018,4,123976142
2018,4,123976169
2018,3,123970001
2018,3,123970000
2018,3,123969999
2018,3,123976178
2018,3,123976179
2018,4,123970034
2018,4,123971609
2018,4,123971657
2018,4,123970114
2018,4,123970118
2018,4,123971688
2018,4,123976284
2018,4,123971718
2018,4,123971732
2018,4,123971745
2018,4,123971757
2018,3,123971774
2018,3,123970205
2018,4,123971823
2018,3,123971845
2018,4,123971857
2018,4,123976363
2018,4,123971890
2018,4,123970289
2018,4,123971939
2018,4,123972004
2018,4,123972031
2018,4,123972052
2018,4,123980413
2018,4,123980415
2018,4,123980420
2018,4,123972092
2018,4,123972091
2018,4,123980454
2018,4,123976529
2018,4,123972185
2018,4,123976539
2018,4,123976544
2018,4,123976545
2018,4,123972216
2018,4,123972234
2018,4,123976579
2018,4,123980527
2018,4,123980538
2018,4,123980540
2018,4,123972313
2018,4,123972320
2018,4,123980577
2018,4,123976654
2018,4,123972358
2018,4,123972368
2018,4,123972424
2018,4,123976700
2018,4,123972434
2018,4,123976704
2018,4,123976707
2018,4,123980663
2018,4,123980668
2018,4,123980712
2018,4,126344389
2018,4,126340426
2018,4,126340434
2018,4,126340436
2018,3,126344400
2018,3,126347385
2018,3,126340452
2018,3,126340453
2018,4,126344406
2018,4,126340469
2018,4,126340476
2018,4,126340480
2018,4,126347420
2018,4,126344454
2018,4,126344451
2018,4,126347428
2018,4,126340514
2018,4,126344473
2018,4,126347460
2018,4,126347459
2018,4,126340536
2018,4,126340545
2018,4,126347482
2018,4,126344496
2018,4,126344503
2018,4,126340565
2018,4,126347493
2018,4,126340569
2018,4,126347497
2018,1,126347499
2018,4,126340576
2018,4,126347500
2018,4,126340579
2018,4,126347504
2018,4,126344521
2018,4,126344522
2018,4,126344528
2018,3,126340596
2018,3,126340595
2018,4,126340601
2018,4,126340604
2018,4,126344536
2018,4,126347527
2018,4,126347528
2018,1,126347536
2018,3,126340615
2018,3,126340614
2018,4,126340613
2018,3,126347540
2018,3,126344557
2018,3,126344558
2018,4,126344573
2018,4,126347564
2018,4,126344586
2018,4,126344589
2018,4,126340659
2018,4,126344608
2018,4,126340662
2018,3,126344613
2018,4,126347574
2018,4,126344624
2018,4,126344619
2018,4,126344618
2018,4,126347579
2018,4,126344628
2018,4,126340672
2018,4,126344662
2018,4,126344661
2018,4,126344666
2018,4,126344665
2018,4,126344678
2018,4,126347615
2018,4,126340744
2018,4,126340754
2018,4,126340764
2018,4,126344711
2018,4,126344714
2018,4,126340781
2018,4,126340783
2018,4,126347632
2018,4,126340793
2018,4,126340800
2018,4,126340817
2018,4,126344746
2018,4,126340823
2018,4,126340830
2018,2,126344757
2018,4,126347669
2018,3,126347676
2018,3,126340845
2018,4,126340855
2018,4,126347684
2018,4,126344782
2018,4,126344785
2018,4,126347687
2018,4,126344790
2018,4,126347705
2018,4,126340898
2018,4,126340902
2018,4,126347714
2018,4,126340904
2018,4,126344815
2018,4,126340916
2018,4,126340923
2018,4,126347727
2018,4,126340936
2018,4,126347736
2018,4,126344837
2018,3,126340942
2018,4,126347739
2018,4,126340959
2018,4,126340967
2018,4,126340969
2018,4,126344851
2018,4,126344852
2018,4,126341004
2018,4,126341008
2018,4,126344866
2018,4,126347765
2018,4,126341020
2018,4,126344872
2018,4,126341022
2018,4,126347777
2018,4,126344887
2018,4,126347780
2018,3,126341032
2018,4,126341037
2018,4,126347801
2018,4,126341060
2018,4,126341064
2018,4,126347827
2018,4,126344942
2018,4,126347842
2018,4,126344951
2018,3,126341098
2018,3,126344958
2018,3,126341106
2018,3,126344963
2018,3,126347859
2018,4,126351146
2018,4,126351145
2018,4,126351171
2018,2,126345019
2018,4,126351190
2018,4,126347947
2018,4,126351242
2018,4,126351257
2018,4,126345117
2018,4,126345124
2018,3,137882995
2018,4,137887595
2018,4,126351786
2018,4,126345603
2018,3,126351807
2018,4,126351812
2018,3,126351820
2018,4,126348476
2018,4,126348486
2018,4,126351851
2018,4,126351850
2018,4,126351859
2018,4,126345643
2018,4,126345645
2018,4,126348512
2018,4,126351864
2018,4,126345652
2018,4,126348523
2018,4,138653827
2018,4,126351867
2018,4,126345658
2018,1,126345662
2018,1,126345661
2018,4,126348531
2018,4,126351875
2018,4,126348534
2018,4,126345664
2018,4,138653828
2018,4,126345667
2018,4,138653832
2018,4,126348551
2018,4,138653837
2018,4,138653838
2018,4,138653839
2018,4,126348570
2018,2,126345694
2018,1,126345697
2018,4,138653853
2018,4,138653854
2018,4,126348590
2018,4,126345704
2018,4,126348596
2018,4,126345710
2018,3,126345711
2018,4,126345717
2018,4,126345722
2018,4,126351947
2018,4,126345727
2018,4,126345729
2018,4,126351953
2018,4,126351956
2018,4,138653855
2018,4,126351960
2018,4,126348625
2018,4,126345744
2018,4,138653859
2018,1,138653860
2018,4,126351975
2018,4,126345748
2018,4,126348638
2018,4,126351989
2018,4,126345758
2018,1,126345757
2018,4,126348650
2018,4,126345772
2018,4,126348652
2018,4,126348655
2018,4,130354035
2018,4,130349796
2018,4,130349804
2018,2,126347392
2018,2,126347391
2018,4,130354038
2018,4,126340487
2018,4,130354037
2018,4,126340535
2018,4,126340537
2018,4,126347483
2018,4,126344509
2018,4,126340583
2018,4,126340590
2018,4,126352787
2018,4,126347548
2018,4,126347570
2018,4,130349805
2018,4,130358047
2018,4,126344698
2018,4,126344712
2018,3,126349436
2018,3,126347634
2018,4,126340816
2018,4,126340838
2018,3,126340847
2018,4,126356505
2018,4,130349817
2018,4,130354045
2018,4,126340877
2018,4,130358070
2018,4,126344798
2018,4,126340886
2018,4,126347724
2018,4,126340924
2018,4,126340922
2018,4,126344832
2018,4,126340949
2018,4,126344841
2018,4,126340961
2018,4,126340972
2018,4,126340993
2018,4,126344861
2018,4,126341007
2018,4,126356515
2018,4,126344911
2018,4,126341055
2018,4,130349857
2018,1,126341093
2018,4,126347856
2018,4,126341115
2018,3,126341137
2018,3,126341136
2018,4,126351152
2018,4,130349873
2018,4,126345054
2018,4,130349983
2018,2,126345076
2018,4,126351247
2018,4,130350020
2018,4,126348006
2018,4,130350030
2018,4,130350029
2018,4,126351319
2018,4,126348056
2018,4,126345184
2018,4,126345208
2018,4,126348089
2018,4,126345249
2018,4,126345255
2018,1,126351450
2018,3,126351477
2018,4,126351484
2018,4,126345318
2018,4,126349502
2018,4,126349511
2018,3,126356564
2018,4,126352802
2018,3,126352811
2018,3,126352812
2018,3,126349588
2018,2,126356693
2018,4,126349627
2018,4,126352936
2018,4,126349662
2018,4,126353002
2018,4,126353017
2018,4,126356835
2018,3,130354141
2018,4,126340418
2018,4,126344387
2018,3,126340423
2018,4,126344388
2018,4,126340425
2018,3,126347374
2018,4,126347371
2018,4,126340430
2018,4,126340437
2018,4,126347376
2018,4,126344399
2018,4,126347382
2018,4,126344398
2018,4,126347381
2018,3,126340447
2018,4,126340450
2018,4,126340449
2018,4,126347390
2018,3,126344405
2018,4,126340463
2018,3,126340462
2018,4,126344412
2018,4,126347399
2018,4,126347402
2018,4,126340466
2018,4,126344422
2018,4,126344425
2018,4,126347407
2018,4,126340470
2018,4,126340472
2018,4,126340477
2018,4,126340471
2018,4,126344428
2018,4,126344435
2018,4,126344439
2018,4,126340483
2018,4,126344442
2018,4,126340488
2018,4,126340490
2018,4,126344447
2018,4,126340493
2018,4,126340491
2018,4,126347421
2018,4,126340505
2018,4,126340508
2018,4,126344462
2018,4,126340510
2018,3,126347435
2018,4,126344464
2018,4,126347449
2018,4,126347453
2018,3,126347450
2018,3,126344478
2018,4,126340530
2018,4,126347461
2018,4,126344485
2018,4,126347471
2018,4,126340543
2018,4,126340548
2018,4,126347481
2018,4,126340557
2018,4,126344502
2018,3,126347492
2018,4,126347494
2018,4,126344511
2018,4,126340572
2018,4,126344520
2018,1,126344518
2018,1,126340581
2018,1,126347506
2018,4,126344524
2018,3,126340585
2018,4,126340587
2018,4,126344526
2018,3,126344525
2018,3,126347507
2018,4,126347509
2018,4,126340591
2018,4,126340597
2018,4,126347518
2018,3,126347519
2018,4,126340602
2018,1,126344535
2018,4,126340603
2018,4,126347526
2018,4,126340606
2018,4,126344543
2018,3,126344546
2018,4,126340610
2018,4,126340609
2018,4,126344547
2018,4,126340611
2018,1,126344549
2018,4,126347539
2018,4,126344552
2018,3,126340621
2018,3,126340622
2018,3,126340620
2018,1,126340627
2018,4,126340629
2018,4,126340631
2018,4,126347555
2018,4,126340632
2018,4,126347556
2018,4,126344572
2018,4,126347561
2018,4,126344576
2018,4,126344577
2018,4,126344579
2018,1,126340442
2018,4,126347388
2018,3,126344417
2018,3,126344416
2018,4,126347414
2018,4,126344441
2018,4,126340506
2018,4,126340529
2018,3,126344534
2018,3,126344533
2018,4,126347538
2018,4,126347545
2018,4,126344563
2018,4,126344585
2018,4,126344584
2018,4,126344597
2018,4,126347585
2018,4,126347605
2018,4,126344674
2018,4,126340723
2018,3,126347609
2018,4,126344695
2018,4,126340759
2018,4,126340767
2018,4,126340777
2018,4,126349387
2018,4,126340809
2018,4,126340813
2018,4,126340824
2018,4,126344749
2018,3,126347655
2018,4,126347662
2018,3,126347674
2018,4,126347691
2018,4,126347716
2018,4,126347735
2018,4,126347756
2018,4,126341011
2018,4,126344912
2018,4,126347807
2018,1,126341079
2018,4,126341092
2018,4,126341094
2018,3,126347866
2018,3,126341118
2018,4,126344987
2018,3,126347879
2018,4,126347885
2018,4,126347903
2018,4,126345036
2018,4,126345047
2018,4,126347937
2018,2,126347951
2018,4,126351238
2018,4,126345083
2018,4,126348013
2018,4,126348024
2018,4,126348049
2018,4,126345203
2018,4,126345210
2018,1,126351373
2018,4,126345229
2018,4,126345236
2018,4,126345238
2018,4,126351400
2018,4,126351455
2018,4,126348199
2018,4,126351524
2018,4,126345361
2018,4,126351535
2018,4,126345388
2018,4,126351551
2018,4,126351557
2018,4,126348279
2018,4,126351606
2018,4,126351613
2018,4,126345465
2018,4,126348311
2018,4,126349422
2018,4,126349449
2018,4,126352740
2018,4,126352754
2018,4,126352769
2018,4,126352792
2018,4,126349515
2018,4,126356587
2018,1,126356594
2018,1,126356593
2018,4,126356620
2018,4,126349552
2018,3,126349579
2018,3,126352862
2018,4,126352871
2018,3,126352876
2018,3,126352877
2018,4,126352893
2018,4,126356692
2018,4,126356714
2018,4,126352931
2018,4,126352939
2018,4,126352976
2018,4,126356789
2018,4,126353030
2018,4,126353039
2018,4,126356863
2018,4,126356872
2018,4,126356881
2018,4,126349832
2018,4,126353126
2018,4,126353128
2018,4,126349884
2018,4,126353144
2018,4,126349889
2018,4,126349910
2018,4,126357011
2018,4,126349914
2018,4,126353180
2018,4,126353186
2018,4,126353188
2018,4,126353202
2018,4,126349939
2018,4,126349944
2018,4,126349951
2018,4,126353261
2018,4,126357096
2018,4,126353270
2018,4,126357114
2018,4,126357123
2018,4,126353289
2018,4,126350001
2018,4,126350013
2018,4,126353315
2018,4,126353313
2018,4,126357154
2018,4,124797018
2018,4,124785279
2018,4,124795104
2018,4,124785321
2018,4,124800337
2018,4,124795189
2018,4,124797146
2018,4,124795209
2018,4,124797220
2018,4,124797227
2018,4,124800456
2018,4,124795291
2018,4,124797277
2018,4,124805345
2018,4,124800549
2018,4,124797314
2018,4,124800582
2018,4,124797347
2018,3,124800590
2018,3,124797350
2018,3,124797349
2018,4,124800702
2018,4,124805444
2018,4,124800713
2018,4,124797476
2018,4,124800756
2018,4,124800781
2018,4,124800779
2018,4,124797499
2018,4,124800808
2018,3,124797507
2018,4,124800828
2018,4,124800842
2018,4,124797535
2018,4,124797546
2018,4,124797545
2018,4,124800899
2018,4,124800920
2018,4,124805557
2018,4,124797580
2018,4,124805577
2018,4,124800978
2018,4,124800989
2018,4,124797611
2018,4,124797621
2018,4,124801030
2018,4,124801042
2018,4,124805637
2018,4,124801075
2018,3,124801090
2018,4,124797691
2018,4,124801148
2018,4,124805697
2018,4,124801192
2018,4,124801210
2018,4,130354282
2018,4,130350420
2018,4,126347405
2018,4,126344434
2018,4,126340511
2018,4,126340515
2018,4,126347463
2018,4,126347467
2018,3,126340552
2018,4,126347484
2018,4,126347522
2018,4,126340636
2018,4,126356570
2018,1,126344602
2018,1,126344598
2018,1,126340656
2018,4,126340661
2018,4,126347587
2018,4,126344636
2018,4,126340693
2018,4,126344673
2018,4,126340729
2018,4,126344689
2018,4,126340765
2018,4,126347622
2018,4,126349380
2018,4,126349382
2018,4,126349402
2018,4,126344729
2018,1,126344737
2018,1,126340814
2018,4,126347648
2018,4,126344756
2018,3,126344789
2018,4,126344793
2018,4,126347713
2018,4,126347715
2018,4,126347729
2018,4,126344835
2018,4,126347757
2018,4,126344859
2018,4,126341033
2018,4,126347784
2018,4,126347808
2018,1,130350626
2018,3,130358384
2018,4,126356467
2018,3,126344964
2018,1,126345005
2018,4,126347909
2018,4,130358413
2018,4,130350668
2018,4,130350676
2018,4,130354514
2018,1,130350686
2018,4,126351274
2018,1,130358432
2018,4,130358438
2018,4,126345145
2018,4,126348033
2018,4,126348034
2018,4,130350703
2018,4,126351328
2018,4,130358459
2018,4,126345193
2018,4,126348069
2018,4,126348076
2018,4,126348075
2018,4,126345209
2018,4,130354548
2018,4,126351389
2018,4,126351388
2018,4,130350767
2018,4,130350798
2018,4,126351436
2018,4,126345280
2018,4,126348176
2018,4,126348182
2018,4,126351493
2018,4,126351512
2018,4,126345367
2018,4,126351555
2018,4,126345401
2018,4,126345421
2018,4,126351570
2018,4,126351578
2018,4,126356501
2018,4,126348308
2018,4,126345473
2018,4,126348314
2018,4,126352748
2018,4,130358505
2018,4,126356563
2018,4,126356565
2018,4,126356604
2018,4,126356622
2018,4,126352845
2018,4,126349562
2018,3,126356647
2018,3,126356668
2018,3,126356680
2018,3,126352878
2018,3,126356695
2018,3,126356694
2018,4,126349643
2018,4,126349705
2018,4,126356783
2018,1,126353012
2018,4,126356809
2018,4,126356811
2018,4,126356829
2018,4,126349762
2018,4,126356843
2018,4,126356861
2018,4,126353053
2018,4,126349802
2018,4,126349801
2018,4,126356917
2018,4,126356939
2018,4,126349838
2018,4,126353106
2018,4,126349873
2018,4,126349872
2018,4,126353139
2018,3,126353168
2018,4,126353195
2018,4,126353251
2018,4,126357091
2018,4,126349973
2018,4,126353269
2018,4,126349988
2018,4,126349996
2018,4,126353346
2018,4,123969910
2018,4,123969908
2018,4,123969913
2018,4,123971426
2018,4,123969934
2018,4,123971438
2018,4,123976112
2018,4,123976126
2018,4,123969974
2018,4,123971500
2018,1,123971515
2018,3,123971515
2018,4,123971517
2018,3,123969996
2018,4,123971528
2018,4,123971553
2018,4,123976196
2018,4,123971605
2018,4,123971619
2018,4,123971635
2018,4,123970107
2018,4,123976266
2018,4,123971704
2018,4,123976286
2018,4,123971730
2018,4,123971756
2018,4,123971765
2018,4,123970212
2018,4,123970222
2018,1,123971833
2018,4,123970267
2018,4,123970290
2018,4,123970295
2018,1,123970307
2018,4,123970316
2018,4,123976402
2018,3,123971969
2018,3,123976421
2018,4,123972002
2018,4,123980378
2018,4,123972032
2018,4,123976458
2018,4,123980422
2018,1,123972086
2018,4,123980431
2018,4,123976495
2018,4,123980441
2018,4,123976509
2018,4,123980444
2018,4,123976513
2018,4,123980461
2018,4,123972183
2018,4,123976540
2018,4,123972202
2018,4,123980498
2018,4,123972226
2018,4,123980516
2018,4,123976576
2018,4,123980524
2018,3,123976586
2018,4,123976587
2018,4,123976593
2018,4,123980543
2018,4,123972266
2018,4,123980550
2018,4,123976604
2018,4,123972301
2018,4,123980575
2018,1,123972327
2018,4,123972366
2018,4,123972397
2018,4,123980633
2018,4,123976747
2018,4,123972505
2018,4,123980719
2018,3,126340440
2018,4,126347386
2018,4,126340458
2018,3,126340501
