"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2018,106064568,63,2000,,113692487
2018,106059943,6,5,,113697864
2018,106064576,6,55,22-SEP-18,113692493
2018,106064573,6,55,,113692492
2018,106059957,26,1000,,113689548
2018,106059967,24,25000,,113697893
2018,106059971,2,12,26-SEP-18,113697897
2018,106059970,2,12,,113697896
2018,106059976,52,0,,113697905
2018,106059986,63,1,,113697922
2018,106059991,20,200,,113689574
2018,106064612,3,1,,113692530
2018,106060005,63,300,,113697943
2018,106060005,36,100,,113697942
2018,106064621,50,41,,113692541
2018,106064626,50,15,,113692547
2018,106060048,50,47,,113692562
2018,106060058,63,341,,113689622
2018,106056073,63,341,01-AUG-18,113697993
2018,106060061,10,,,113697998
2018,106064647,63,1,,113698011
2018,106060071,20,220,,113698017
2018,106064659,3,1,,113692584
2018,106056101,6,1,,113692587
2018,106056101,7,420,,113698033
2018,106064666,20,120,,113689659
2018,106064666,9,0,,113689660
2018,106056108,20,1,,113689663
2018,106064668,63,200,,113698045
2018,106060096,6,75,,113698048
2018,106060108,63,1,,113698065
2018,106060113,4,1,,113692607
2018,106056124,36,200,,113698076
2018,106056128,9,0,,113689689
2018,106056140,45,2500,,113689709
2018,106060176,10,1,,113698160
2018,106064712,26,1,,113689746
2018,106064712,27,1,,113689745
2018,106064712,36,1,,113698174
2018,106060191,3,1000,,113698185
2018,106060220,8,32,,113698214
2018,106060239,63,300,,113698242
2018,106060239,25,10,,113689782
2018,106056194,9,0,,113689785
2018,106056194,63,1,,113689786
2018,106060247,61,900,,113698251
2018,106064765,51,0,30-AUG-18,113689804
2018,106064764,51,0,,113689803
2018,116450986,10,1,,127339030
2018,107278474,63,1,,115256796
2018,107279708,38,1,,115260747
2018,107278498,63,1,,115263263
2018,107284310,63,476,20-SEP-18,115260801
2018,107278529,63,476,,115256862
2018,107278569,10,,,115256918
2018,107278569,11,1,,115256919
2018,107284367,8,12,,115260855
2018,107279795,8,12,18-NOV-18,115263361
2018,107278628,11,1,,115263404
2018,107278628,10,,,115263402
2018,107278635,15,32000,17-OCT-18,115257013
2018,107278633,15,32000,,115263414
2018,107279849,15,1028,,115260908
2018,107284422,63,1901,,115263423
2018,107278666,63,85,16-OCT-18,115260937
2018,107279873,10,,,115260935
2018,107284432,63,85,,115260934
2018,107279873,63,1,,115257050
2018,107284432,52,0,,115257048
2018,107278666,6,110,16-OCT-18,115267055
2018,107279877,6,50,,115267056
2018,107284432,6,110,,115263441
2018,107279901,63,1,,115267104
2018,107284472,63,15,,115267119
2018,107278713,63,1,,115267131
2018,107279939,63,1,,115263516
2018,110482465,51,0,,119426630
2018,110482466,51,0,13-OCT-18,119426633
2018,110484486,23,1,19-OCT-18,119430048
2018,110484483,23,1,,119433669
2018,110480501,10,,,119422045
2018,110480501,11,1,,119428401
2018,110480502,38,1,,119423900
2018,110473349,10,,,119423906
2018,110473349,20,216,,119423907
2018,110480540,36,200,23-NOV-18,119423949
2018,110480539,36,200,,119423948
2018,110480542,62,35,,119423950
2018,110478315,63,150,,119432102
2018,110473376,63,150,16-MAY-18,119432104
2018,110409596,38,1200,,119337547
2018,110409547,20,5640,,119347303
2018,110419436,63,10,,119347339
2018,110409624,63,0,,119342538
2018,110409655,10,,,119347388
2018,110409663,38,500,,119342569
2018,110409684,21,20,,119342588
2018,110419485,38,800,,119342596
2018,110414691,13,530,,119347476
2018,110414721,63,1,,119337694
2018,110414736,63,24,,119337717
2018,110414736,51,0,,119337715
2018,110419558,16,600,,119337741
2018,110414755,38,1000,,119342743
2018,110419569,63,100,,119342749
2018,110409806,11,1,,119337763
2018,110409806,10,,,119337761
2018,110419640,10,,,119342844
2018,110419648,20,198,,119337886
2018,110414864,61,118,14-DEC-18,119347619
2018,110409882,38,97,,119342863
2018,110414864,38,97,14-DEC-18,119347620
2018,110409882,61,118,,119342862
2018,110410048,24,1000,,119343088
2018,110419782,24,1000,05-OCT-18,119347765
2018,110419784,50,35,,119347776
2018,110410067,20,60,,119343116
2018,110419814,63,1,03-JAN-19,119347805
2018,110410087,63,1,,119347804
2018,110410098,63,150,,119338181
2018,110410100,3,1000,,119343160
2018,110415102,3,1000,,119347820
2018,110410101,3,1000,04-DEC-18,119338185
2018,110415118,6,285,,119343177
2018,110410119,3,200,,119343178
2018,110419861,19,259,,119347849
2018,110410140,19,259,17-DEC-18,119347851
2018,110410172,6,15,,119338271
2018,110419880,6,15,26-DEC-18,119343233
2018,110419880,19,11,26-DEC-18,119347877
2018,110410172,19,11,,119343229
2018,110410240,25,150,,119347950
2018,110410240,21,1,,119347952
2018,110410240,20,10,,119347951
2018,110410240,51,0,,119338334
2018,110410240,9,0,,119343328
2018,110419982,35,1,,119338389
2018,110415281,38,2342,,119348024
2018,110477859,8,20,,119427879
2018,110479903,67,1,,119423094
2018,110479910,62,1,,119423102
2018,110477983,22,0,,119423333
2018,110480130,10,,,119428109
2018,110473139,24,5000,,119423450
2018,110473147,3,450,,119423472
2018,110480578,10,,,119424004
2018,110480583,38,1,,119424010
2018,110473144,10,,,119423465
2018,110480218,36,3100,,119423524
2018,110480471,23,450,,119423862
2018,110473342,10,,,119423891
2018,110480528,38,310,24-AUG-18,119423935
2018,110480528,26,10,24-AUG-18,119432069
2018,110480525,63,20,,119423933
2018,110480528,23,10,24-AUG-18,119432070
2018,110480528,54,75,24-AUG-18,119432068
2018,110480525,38,310,,119423925
2018,110480525,26,10,,119423931
2018,110480528,62,485,24-AUG-18,119423934
2018,110480528,6,85,24-AUG-18,119423936
2018,110480525,23,10,,119423932
2018,110480528,36,175,24-AUG-18,119432066
2018,110480525,62,485,,119423923
2018,110480528,16,113,24-AUG-18,119432067
2018,110480528,63,20,24-AUG-18,119432071
2018,110480525,6,85,,119423929
2018,110480525,54,75,,119428423
2018,110480525,36,175,,119432062
2018,110480525,16,113,,119428422
2018,110473359,8,7,,119432080
2018,110473360,11,1,,119432081
2018,110473361,8,3,29-NOV-18,119432082
2018,110481599,8,2000,,119425499
2018,110481600,8,2000,14-DEC-18,119425501
2018,110481606,21,10000,,119433124
2018,110479000,63,2000,,119425530
2018,110474151,42,1,,119433212
2018,110481768,3,1,,119425705
2018,110481769,3,1,24-JUN-18,119425706
2018,110481772,3,1,,119425709
2018,110481777,16,10,28-JUN-18,119425717
2018,110481777,6,560,28-JUN-18,119425716
2018,110481775,16,10,,119425714
2018,110481775,6,560,,119425713
2018,110481776,10,,,119425715
2018,110474166,17,53,,119433229
2018,110481799,15,1000,,119425749
2018,110481800,63,3000,12-DEC-18,119425752
2018,110481799,63,3200,,119425751
2018,110481799,36,500,,119425750
2018,110479088,51,0,,119429476
2018,110479090,51,0,15-JUL-18,119429477
2018,110481812,3,33000,,119425773
2018,110481813,3,33000,24-JUL-18,119425774
2018,110481815,21,1000,,119425776
2018,110481815,47,0,,119425777
2018,110481823,26,140,,119425788
2018,110481827,3,1,01-AUG-18,119425792
2018,110481826,3,1,,119425791
2018,110479118,61,980,,119429523
2018,110479118,20,180,,119429524
2018,110481846,6,44,,119425817
2018,110479130,10,,,119429539
2018,110479154,50,25,,119429568
2018,110481902,21,85000,,119425894
2018,110481901,21,85000,,119425893
2018,110484226,6,223,,119433338
2018,110484230,63,1,,119433344
2018,110481947,42,1,,119425970
2018,110481981,19,25,,119426008
2018,110481996,51,0,,119426025
2018,110482032,6,300,,119429691
2018,110482033,42,500,,119426065
2018,110482034,20,500,,119426066
2018,110484368,10,,,119433520
2018,110489396,20,40,,119433524
2018,110482349,51,0,,119426488
2018,110482349,63,150,,119433541
2018,110489415,63,300,,119429936
2018,110482370,26,200,,119433560
2018,110482385,4,100,,119433584
2018,110489449,42,977,,119429982
2018,110482432,3,250,,119426591
2018,110484453,63,100,,119433634
2018,110484464,63,1,,119430014
2018,110484475,16,45,18-OCT-18,119430042
2018,110482469,10,,,119433662
2018,110484474,16,45,,119426638
2018,110480285,36,820,,119423603
2018,110480285,63,40,,119423604
2018,110480298,10,1,,119421909
2018,110480346,16,1025,23-NOV-18,119423690
2018,110480345,16,1025,,119423689
2018,110473313,38,18500,19-JUN-18,119422010
2018,110480472,62,80,,119423863
2018,110480473,62,80,17-AUG-18,119428374
2018,110478263,63,1,,119428375
2018,110480482,63,1800,,119423876
2018,110480492,38,300,,119423893
2018,110480493,38,300,20-MAR-18,119428392
2018,110478276,34,1,,119423896
2018,117112164,6,61,,128120088
2018,117112163,6,61,06-OCT-18,128120087
2018,117112166,30,1,,128120091
2018,117112167,42,218,,128120092
2018,117112169,6,14,,128120095
2018,117112168,63,35,10-OCT-18,128120094
2018,117112169,63,35,,128120096
2018,117112168,6,14,10-OCT-18,128120093
2018,117421587,17,1500,,128505849
2018,117451100,11,130,,128543592
2018,117451100,10,,,128543591
2018,117112146,43,240,07-FEB-18,128120061
2018,117112147,43,425,,128120062
2018,117229376,9,0,,128265401
2018,117239722,63,1,,128265815
2018,110409569,63,15,,119342477
2018,110409602,43,10,,119342507
2018,110409607,20,600,,119342511
2018,110419444,47,0,,119347351
2018,110414608,17,3250,,119342532
2018,110414608,13,150,,119342533
2018,110414608,25,5,,119342534
2018,110414608,21,5,,119337565
2018,110409626,11,1,,119342539
2018,110409632,38,215,,119347376
2018,110409637,38,200,,119342552
2018,110409638,38,691,,119342554
2018,110409644,38,520,,119347383
2018,110419488,8,1,,119347415
2018,110414680,63,20,,119337654
2018,110414688,38,45000,15-NOV-18,119337664
2018,110414733,20,7001,,119342710
2018,110414734,10,,,119342711
2018,110419549,47,0,,119347502
2018,110409782,9,0,,119337722
2018,110409798,10,,,119342742
2018,110414791,20,5,,119342787
2018,110414791,36,150,,119337802
2018,110414805,16,1,,119347575
2018,110414809,11,30,,119347576
2018,110414809,10,,,119337822
2018,110414886,10,,,119342903
2018,110414969,10,,,119347683
2018,110419718,20,1,,119347690
2018,110414980,63,500,,119347692
2018,110419748,20,200,,119343043
2018,110410026,10,,,119347733
2018,110415034,11,1,,119343060
2018,110419774,2,31,,119343071
2018,110415054,6,1,,119347764
2018,110415054,20,200,,119343085
2018,110410056,63,44,,119343096
2018,110415070,3,2500,,119343109
2018,110415070,63,1,,119343110
2018,110410065,63,1,01-NOV-18,119343113
2018,110410065,3,2500,01-NOV-18,119338138
2018,110410076,52,0,10-DEC-18,119343125
2018,110419806,10,,,119343121
2018,110419806,11,1,,119343124
2018,110410074,52,0,,119338149
2018,110415082,11,1,,119343133
2018,110415082,10,,,119338160
2018,110410095,3,700,,119343155
2018,110415117,10,,,119343176
2018,110419859,38,600,,119338227
2018,110419871,63,16,,119347862
2018,110419872,63,16,21-DEC-18,119338251
2018,110419871,6,56,,119347861
2018,110419872,6,56,21-DEC-18,119347863
2018,110415176,38,250,,119347887
2018,117460233,10,,,128558487
2018,116449667,10,,,127337364
2018,110479884,20,112,,119423076
2018,110479922,54,700,29-SEP-18,119421625
2018,110473008,54,700,,119421624
2018,110473048,10,,,119421680
2018,110473048,11,10,,119421682
2018,110478986,47,0,,119429340
2018,110481590,63,1,,119425485
2018,110481598,63,1,,119425500
2018,110474077,63,8000,,119433123
2018,110481624,22,0,,119425526
2018,110481669,9,0,,119425577
2018,110481762,25,29,,119425693
2018,110481762,6,178,,119425692
2018,110481762,8,1,,119425694
2018,110481765,3,500,,119425699
2018,110474167,51,0,,119433233
2018,110474167,25,300,,119433232
2018,110474167,38,300,,119433231
2018,110479113,20,200,,119429506
2018,110479113,51,0,,119429509
2018,110479113,22,0,,119429511
2018,110479113,9,0,,119429512
2018,110479113,25,30,,119429508
2018,110479113,47,0,,119429510
2018,110481891,6,1,,119425883
2018,110481913,3,45000,,119425908
2018,110484216,3,27000,,119425921
2018,110481922,3,27000,26-OCT-18,119433322
2018,110481942,6,329,,119425959
2018,110481944,21,1,,119425962
2018,110481944,51,0,,119425964
2018,110481944,3,1,,119425963
2018,110481944,20,100,,119425960
2018,110481944,25,450,,119433342
2018,110481944,63,1,,119425966
2018,110481945,3,1,01-NOV-18,119425967
2018,110481944,9,0,,119425965
2018,110484243,61,1100,,119429632
2018,110481966,61,498,21-NOV-18,119425992
2018,110481965,61,498,,119425991
2018,110481974,16,25,,119429659
2018,110481979,8,1908,,119426006
2018,110481995,47,0,,119426023
2018,110481995,9,0,,119426024
2018,110481995,51,0,,119426022
2018,110482021,3,15000,15-DEC-18,119426051
2018,110482020,3,15000,,119426050
2018,110489390,10,,,119429907
2018,110489411,26,828,,119429928
2018,110489410,63,200,,119429925
2018,110489414,9,0,,119429934
2018,110482364,63,1,,119429939
2018,110489429,51,0,,119429956
2018,110489431,10,,,119429957
2018,110489431,63,1,,119429960
2018,110489431,20,584,,119429959
2018,110484405,51,0,12-MAY-18,119426531
2018,110489456,10,,,119429990
2018,110484448,63,148,,119429998
2018,110482447,63,5,13-SEP-18,119426604
2018,110482446,63,5,,119426603
2018,110482458,38,2,16-SEP-18,119426616
2018,110482456,38,2,,119430019
2018,110482467,27,300,,119433660
2018,110484481,3,3000,29-OCT-18,119426648
2018,110482481,10,,,119426651
2018,110489508,3,1000,29-NOV-18,119426660
2018,110482487,3,1000,,119433691
2018,110482492,10,,,119426664
2018,110484509,10,,,119426667
2018,116449596,38,200,,127327290
2018,116449688,8,5,,127333862
2018,116444051,63,100,,127333874
2018,116454715,6,1770,12-NOV-18,127333882
2018,116449705,6,1770,,127337413
2018,116454712,10,,,127337414
2018,116449860,60,100,,127337600
2018,116455081,20,3,,127334342
2018,116455081,19,1,,127334343
2018,116455082,19,1,09-OCT-18,127334344
2018,116450238,3,6000,23-JAN-19,127330939
2018,116455187,3,6000,,127334497
2018,116450876,10,,,127338886
2018,116450942,38,20,,127331454
2018,116450962,63,4600,,127331472
2018,116450963,63,4600,02-MAY-19,127338993
2018,116459999,3,20000,,127331680
2018,116451196,3,20000,14-DEC-18,127335591
2018,116456232,3,24000,30-DEC-18,127335834
2018,116460274,3,20000,13-AUG-18,127339734
2018,116451544,61,1,,127339730
2018,116451544,3,20000,,127339728
2018,116451544,20,107,,127339729
2018,116451544,63,1,,127339731
2018,110478183,22,0,,119428270
2018,110478183,20,5200,,119428269
2018,110480354,20,300,,119423698
2018,110480426,10,,,119423803
2018,110480428,26,1950,,119423804
2018,110480428,20,150,,119423807
2018,110480428,8,1,,119423808
2018,110480428,6,610,,119423806
2018,110480438,2,32,10-MAY-18,119423824
2018,110480437,2,32,,119423823
2018,110480452,10,,,119423839
2018,110480453,20,1656,,119422013
2018,110480453,9,0,,119423840
2018,110480453,16,1,,119422014
2018,110480460,10,,,119423848
2018,110473343,52,0,,119422042
2018,110478280,59,1,,119428404
2018,110478281,59,1,24-MAY-18,119428405
2018,110480522,63,1,,119423924
2018,110473377,19,1,,119428452
2018,110473393,16,500,,119432128
2018,110480589,36,4891,,119424017
2018,110480589,26,200,,119424020
2018,110480589,62,500,,119424018
2018,110414580,10,,,119347323
2018,110414596,9,0,,119337553
2018,110419458,38,268,,119347377
2018,110409649,38,376,,119337582
2018,110409695,3,500,28-JUN-18,119347411
2018,110409694,3,500,,119347410
2018,110409732,63,750,,119347449
2018,110414668,36,1498,,119342645
2018,110414670,63,450,,119337650
2018,110409755,20,900,,119337675
2018,110409776,3,76075,07-JUN-18,119337705
2018,110419545,3,76075,,119342707
2018,110409785,64,3000,,119337721
2018,110409785,43,250,,119337727
2018,110409785,54,1425,,119347507
2018,110409785,63,175,,119347508
2018,110409785,16,1475,,119337724
2018,110419571,8,243,,119337757
2018,110409804,8,243,19-DEC-18,119342752
2018,110409845,16,100,,119337820
2018,110409866,3,2000,08-DEC-18,119342837
2018,110409865,3,2000,,119342836
2018,110414844,43,50,,119342842
2018,110409879,63,99,15-DEC-18,119347615
2018,110419649,63,99,,119342857
2018,110409934,16,129,26-NOV-18,119342935
2018,110419687,16,129,,119342934
2018,110409945,43,15,,119347671
2018,110414941,43,15,11-DEC-18,119337988
2018,110409946,11,10,,119347672
2018,110409946,10,,,119342963
2018,110410052,50,40,,119343092
2018,110419803,10,,,119347793
2018,110419807,9,0,,119343130
2018,110410092,8,100,,119343151
2018,110410104,38,300,,119343162
2018,110419879,6,228,24-DEC-18,119343227
2018,110419878,6,228,,119343226
2018,110419945,6,276,,119347947
2018,110410246,9,0,,119347960
2018,110415257,20,30000,,119338393
2018,110410315,10,,,119343435
2018,110415290,52,0,16-DEC-18,119338439
2018,110410321,52,0,,119348027
2018,110410322,10,,,119343439
2018,110480009,66,55,06-OCT-18,119421668
2018,110473033,66,55,,119421666
2018,110477945,33,499,,119427973
2018,110477985,22,0,,119423334
2018,110481802,6,400,,119425754
2018,110474170,25,5,,119429480
2018,110474170,20,126,,119429478
2018,110474170,9,0,,119433236
2018,110474170,22,0,,119433235
2018,110474170,51,0,,119429481
2018,110481832,61,800,,119429525
2018,110481838,37,1,,119425806
2018,110481843,7,4000,,119425811
2018,110481843,8,2100,,119425812
2018,110481843,6,100,,119425813
2018,110481854,17,12,14-AUG-18,119425834
2018,110481854,6,50,14-AUG-18,119425833
2018,110481853,17,12,,119425832
2018,110481853,6,50,,119425831
2018,110481861,10,,,119425841
2018,110479137,20,200,,119429547
2018,110479137,61,600,,119429546
2018,110479137,9,0,,119429550
2018,110479137,47,0,,119429549
2018,110479137,25,150,,119429548
2018,110479141,8,17,,119429554
2018,110481883,63,46,,119425869
2018,110481883,26,630,,119425867
2018,110481883,6,449,,119425868
2018,110479155,6,68,,119425895
2018,110484222,8,123,,119433328
2018,110481936,9,0,,119425947
2018,110481936,25,100,,119425943
2018,110481936,51,0,,119425944
2018,110481955,3,500,,119425976
2018,110481977,16,120,,119426004
2018,110484268,20,351,,119433398
2018,110489233,7,920,11-JAN-19,119429701
2018,110482200,10,,,119426291
2018,110482330,42,1000,,119426475
2018,110489421,17,40,,119429941
2018,110484408,10,,,119433571
2018,110482386,63,27,,119426546
2018,110484431,3,2000,,119433600
2018,110489453,13,1,,119426572
2018,110489459,50,20,,119429992
2018,110482470,10,,,119426636
2018,110484476,8,32,09-OCT-18,119426641
2018,110489492,8,32,,119430039
2018,110482470,63,1,,119430040
2018,110484491,11,5,,119433682
2018,110484491,10,,,119433680
2018,110482488,19,2,,119426662
2018,117456557,6,146,30-JAN-18,128556230
2018,117456558,6,146,,128556231
2018,117443015,10,,,128541937
2018,100859009,10,,,107034594
2018,100859033,3,1000,,107034629
2018,100859034,3,1000,21-JAN-18,107034631
2018,100857977,11,1,,107033389
2018,100857977,10,,,107033387
2018,100858023,63,25,,107033442
2018,100858023,36,720,,107033440
2018,100858063,10,,,107033495
2018,100858030,10,,,107033449
2018,101889968,63,23,02-APR-18,108360692
2018,101889951,63,23,,108360669
2018,101890003,26,849,,108360732
2018,102201034,25,25,,108765547
2018,102201034,51,0,,108765549
2018,102201034,9,0,,108765548
2018,102201036,63,150,,108765551
2018,100858996,50,1,,107034581
2018,100859025,63,250,,107034620
2018,100859045,10,,,107034648
2018,100859045,63,1,,107034650
2018,100859045,20,2424,,107034649
2018,100859058,3,1000,,107034666
2018,100859068,10,,,107034674
2018,101423133,63,200,,107756581
2018,101423149,23,500,,107756593
2018,101423156,63,186,,107756602
2018,101423248,2,100,,107756729
2018,119919576,11,60,,132213387
2018,119919576,10,,,132213386
2018,119944577,51,0,,132213411
2018,119939577,13,116,,132213401
2018,119939577,49,23,,132213402
2018,119939577,36,130,,132213400
2018,119939576,36,65,18-OCT-18,132213399
2018,102197359,4,100,,108760958
2018,102197548,17,2000,,108761206
2018,102197552,37,2000,,108761208
2018,102197557,37,2000,08-MAY-18,108761216
2018,102197605,10,,,108761281
2018,102197608,21,2100,,108761283
2018,102197619,20,2300,,108761295
2018,102197612,50,55,,108761288
2018,102197625,35,1000,,108761302
2018,102197617,20,200,,108761290
2018,102197639,57,250,,108761322
2018,107278758,63,300,,115267178
2018,107284536,63,1875,,115267200
2018,107279982,63,1,,115261065
2018,107284574,36,6000,,115263599
2018,107278796,63,1,,115267231
2018,107280002,62,70,,115261092
2018,107280013,63,1,,115267243
2018,107278808,9,0,,115267249
2018,107278808,61,700,,115267248
2018,107280023,21,1,,115261121
2018,107278828,9,0,,115267271
2018,107278828,63,92,,115267272
2018,107278846,42,500,,115267290
2018,107278860,9,0,,115267306
2018,107278860,20,678,,115261184
2018,107284663,8,61,,115263713
2018,107278950,51,0,,115261309
2018,107284777,11,1,,115261338
2018,107284777,10,,,115263882
2018,107278998,36,640,,115267486
2018,107279008,19,48,,115267496
2018,107279017,50,24,,115263926
2018,107280222,3,750,,115267520
2018,107284837,20,2500,,115261401
2018,107280235,52,0,,115267534
2018,107284864,20,76,,115263985
2018,107284891,20,189,,115267570
2018,105394361,23,79,,112837257
2018,105388599,21,2155,,112835855
2018,105388599,20,2155,,112837271
2018,105388615,10,,,112841731
2018,105388615,11,1,,112835879
2018,105390512,3,300,,112837309
2018,105390512,37,500,,112841737
2018,105394402,10,,,112835889
2018,105388632,4,100,11-JUL-18,112835902
2018,105394414,4,100,,112835901
2018,105394425,10,,,112841761
2018,105388656,63,1,,112841772
2018,105388686,3,1092,,112841798
2018,105394481,8,14,,112837409
2018,105390586,63,0,,112835981
2018,105394505,11,16,,112835988
2018,105394505,10,,,112837435
2018,105394525,9,0,,112836002
2018,105394525,25,50,,112836001
2018,105394546,2,18,,112837484
2018,105390622,10,,,112836039
2018,105390622,11,1,,112836040
2018,105390634,51,0,,112837540
2018,105394618,3,500,,112837594
2018,105394649,3,2000,12-JUL-18,112841935
2018,105394647,3,2000,,112837625
2018,105388808,45,1,,112836132
2018,105388815,4,1000,,112836141
2018,105394684,20,20,,112836149
2018,105390704,63,47,,112837692
2018,105394715,50,22,,112837703
2018,105390729,10,,,112836222
2018,105388894,25,1,,112842022
2018,105388910,63,100,,112837805
2018,105390760,25,16,,112837833
2018,105388918,25,16,06-AUG-18,112836275
2018,105394836,38,500,,112837842
2018,105394844,63,170,,112837851
2018,105394844,36,3620,,112842052
2018,105394853,50,40,,112837860
2018,105394868,13,29,18-AUG-18,112836309
2018,105394868,63,10,18-AUG-18,112836310
2018,105394867,63,10,,112837877
2018,105394867,13,29,,112836308
2018,105394933,29,300,,112842107
2018,105389001,30,500,,112836368
2018,105389020,9,0,,112838008
2018,105389031,10,,,112836405
2018,105389050,19,1072,,112838053
2018,105389050,26,15,,112846423
2018,105390855,29,350,,112842163
2018,105389067,20,4400,,112842169
2018,105395069,13,650,,112846483
2018,105395069,36,450,,112846484
2018,105395069,63,170,,112838142
2018,105395069,26,400,,112846485
2018,105395072,4,120,,112846487
2018,105395074,4,120,17-JUN-18,112838146
2018,105395119,25,50,,112838183
2018,105389118,3,500,,112846535
2018,106064227,11,20,,113692049
2018,106064227,10,,,113689038
2018,106064227,63,10,,113697247
2018,106064229,3,2000,,113697249
2018,106055622,3,2000,09-SEP-18,113689049
2018,106055633,28,7500,09-AUG-18,113689059
2018,106059431,28,7500,,113689057
2018,106064248,63,40,,113697267
2018,106059443,63,15,,113697271
2018,106064259,21,93,,113692087
2018,106055657,10,,,113697275
2018,106055659,3,5000,02-SEP-18,113692098
2018,106064267,3,6000,,113692097
2018,106055677,51,0,,113692113
2018,106059485,10,,,113697314
2018,106055711,38,50,,113689162
2018,106055711,6,20,,113689163
2018,106055711,52,0,,113689164
2018,106055711,47,0,,113689165
2018,106064316,63,73,,113689183
2018,106064316,6,59,,113689182
2018,106055740,20,616,,113689214
2018,106059560,63,20,,113697411
2018,106064351,63,700,,113692234
2018,106059586,63,300,,113697449
2018,106059618,63,1000,,113689290
2018,106055850,19,92,,113689342
2018,106059693,19,92,25-AUG-18,113697564
2018,106059732,36,325,,113697613
2018,106059751,10,,,113689395
2018,106064457,4,911,,113692365
2018,106055902,35,150,,113689404
2018,106055932,7,189,,113689441
2018,106059830,11,13,,113697712
2018,106059843,63,1,,113697725
2018,106059862,63,7,,113697744
2018,106055978,15,500,,113697763
2018,106055998,6,111,,113697797
2018,106064533,6,111,08-SEP-18,113689520
2018,106059939,36,4000,,113692485
2018,106064566,63,300,,113692486
2018,106064581,19,55,24-SEP-18,113697885
2018,106064580,19,55,,113692500
2018,106064593,38,420,,113697899
2018,106064596,3,200,,113692513
2018,106064615,20,7000,,113692533
2018,106056060,50,50,,113692558
2018,106060059,9,0,,113689625
2018,106060059,51,0,,113689624
2018,106056083,20,40,,113689628
2018,106056083,47,0,,113689629
2018,106056102,51,0,,113689650
2018,106056102,63,15,,113689652
2018,106056102,25,100,,113689648
2018,106060092,3,1,19-AUG-18,113689666
2018,106060109,11,1,,113698061
2018,106060109,10,,,113689677
2018,105395140,63,50,,112838207
2018,105395142,3,185,,112842236
2018,105395140,51,0,,112838206
2018,105395140,25,50,,112842232
2018,105395140,56,1,,112838204
2018,105390925,16,1000,,112838230
2018,105399158,47,0,,112846581
2018,105399158,63,250,,112838257
2018,105395215,6,43,,112838298
2018,105390962,6,43,31-JUL-18,112838299
2018,105395250,10,,,112838327
2018,105395264,4,800,,112838347
2018,105391004,63,21,,112842345
2018,105395293,63,21,15-AUG-18,112838382
2018,105395302,2,63,,112838393
2018,105391030,19,20,,112838419
2018,105391032,9,0,,112842375
2018,105395360,10,50,,112842406
2018,105395382,63,200,,112838481
2018,105395382,20,150,,112838479
2018,105395382,7,500,,112842414
2018,105399276,10,,,112842429
2018,105395425,10,,,112846767
2018,106055607,63,600,,113697243
2018,106059425,23,150,,113689050
2018,106055628,38,5,,113689055
2018,106055639,20,9545,,113692067
2018,106055653,42,3600,,113692089
2018,106055653,57,6600,,113692088
2018,106059462,10,,,113697291
2018,106059462,11,51,,113697292
2018,106059466,10,,,113692107
2018,106059473,10,,,113697300
2018,106059473,11,10,,113689118
2018,106064281,37,1000,,113692120
2018,106059506,55,725,,113692142
2018,106059513,20,3131,,113692147
2018,106064301,63,20,,113697338
2018,106064311,60,140,,113692173
2018,106059538,8,10,,113689193
2018,106059538,6,9,,113697378
2018,106055762,6,250,,113689245
2018,106064344,19,327,,113692228
2018,106055794,10,,,113692254
2018,106055794,11,1,,113689274
2018,106059604,8,2,,113697468
2018,106059608,61,1,,113697471
2018,106055800,63,1,20-SEP-18,113689282
2018,106055800,61,1,20-SEP-18,113697474
2018,106059608,63,1,,113692262
2018,106059608,51,0,,113697472
2018,106059626,50,2740,,113697485
2018,106064403,63,1,,113692308
2018,106064441,54,250,,113692350
2018,106059768,38,500,,113697645
2018,106064474,20,500,,113697678
2018,106059824,63,5,,113692403
2018,106059870,36,200,,113697753
2018,106059872,36,200,31-AUG-18,113689490
2018,106059870,20,40,,113689488
2018,106059928,25,25,,113692472
2018,106059928,63,24,,113692473
2018,106059947,63,10,,113697869
2018,106059947,36,1100,,113697867
2018,106059948,37,300,,113689546
2018,106059980,51,0,,113689569
2018,106059980,25,35,,113692516
2018,106059980,9,0,,113697909
2018,106059980,52,0,,113697904
2018,106056031,41,20,,113697921
2018,106059992,11,1,,113697927
2018,106059992,10,,,113697926
2018,106056039,47,0,,113689581
2018,106060024,38,150,,113692553
2018,106060065,24,1,,113692577
2018,106064663,20,400,,113692593
2018,106056117,7,450,,113698059
2018,106060168,29,50,,113698152
2018,106056158,9,0,,113692667
2018,106064717,10,,,113689750
2018,106064719,30,1,,113692680
2018,106060204,10,,,113689753
2018,106056170,13,200,,113689756
2018,106060231,26,90,,113698226
2018,106056185,3,1,,113692708
2018,106060231,20,7,,113689778
2018,106060238,7,2000,,113698239
2018,106060238,63,170,,113698241
2018,106060256,19,379,,113698259
2018,106060274,63,111,,113689801
2018,106060115,20,100,,113698070
2018,106056134,8,33,,113689704
2018,106064721,11,20,,113692683
2018,106064721,10,,,113698192
2018,106060213,38,50,,113698207
2018,106060213,7,100,,113698206
2018,106060213,36,1850,,113689765
2018,106060215,50,39,,113698209
2018,106064758,36,330,,113692731
