"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2018,2,130261828
2018,6,130261939
2018,6,130271711
2018,6,130266933
2018,9,130266965
2018,8,130267143
2018,8,130262210
2018,6,130267408
2018,6,130268182
2018,6,130268184
2018,9,124785261
2018,6,124785285
2018,6,124797080
2018,6,124795143
2018,9,124797087
2018,9,124797120
2018,9,124795186
2018,9,124797144
2018,9,124800376
2018,6,124795264
2018,6,124795265
2018,9,124795277
2018,9,124805384
2018,8,124797395
2018,6,124797500
2018,6,124800793
2018,6,124797516
2018,8,124805538
2018,9,124801094
2018,9,124797012
2018,9,124797011
2018,6,124797033
2018,6,124785281
2018,6,124795123
2018,12,124800350
2018,14,124795239
2018,9,124795106
2018,6,124797047
2018,9,124795133
2018,8,124800345
2018,6,124797149
2018,9,124795240
2018,8,124800521
2018,6,124797300
2018,3,124797299
2018,6,124797299
2018,9,124805401
2018,6,124805428
2018,1,124805510
2018,1,124800888
2018,14,124805632
2018,9,124797705
2018,9,124785271
2018,9,124785278
2018,9,124797041
2018,6,124785294
2018,6,124797053
2018,2,124795135
2018,6,124785310
2018,9,124795139
2018,9,124795142
2018,9,124795140
2018,6,124795141
2018,8,124795141
2018,6,124785315
2018,8,124785315
2018,6,124795148
2018,8,124795148
2018,9,124800359
2018,6,124800370
2018,9,124795202
2018,9,124795208
2018,6,124797186
2018,6,124797187
2018,9,124797224
2018,9,124800462
2018,6,124800466
2018,6,124797251
2018,6,124800477
2018,3,124795318
2018,3,124800494
2018,9,124800503
2018,9,124805333
2018,9,124797293
2018,8,124797296
2018,9,124797301
2018,9,124805352
2018,9,124797337
2018,6,124797354
2018,9,124797360
2018,6,124800601
2018,9,124800627
2018,9,124805403
2018,6,124805442
2018,3,124805447
2018,8,124800738
2018,6,124797479
2018,1,124805520
2018,6,124805534
2018,6,124805598
2018,6,124801000
2018,5,124797652
2018,9,124805668
2018,6,124797699
2018,6,124801145
2018,6,124805714
2018,9,123017311
2018,6,123008856
2018,6,123008855
2018,6,123017416
2018,9,123017427
2018,6,123017449
2018,6,123008894
2018,1,123017447
2018,6,123008908
2018,6,123017461
2018,8,123008969
2018,8,123008966
2018,9,123017536
2018,9,123012765
2018,6,123017668
2018,9,123012949
2018,6,123009182
2018,2,123008767
2018,6,123017414
2018,6,123017413
2018,9,123017496
2018,9,123008963
2018,2,123012769
2018,8,123017612
2018,6,123013000
2018,6,123013001
2018,6,123009202
2018,6,123017322
2018,6,123017324
2018,9,123017361
2018,9,123017397
2018,3,123017405
2018,9,123008903
2018,9,123008910
2018,6,123008918
2018,6,123008919
2018,1,123008978
2018,9,123017555
2018,6,123009075
2018,9,123009158
2018,6,123975932
2018,6,123969739
2018,9,123975937
2018,8,123969772
2018,6,123975968
2018,6,123969811
2018,6,123969820
2018,6,123976000
2018,8,123976000
2018,6,123975999
2018,8,123975999
2018,9,123976061
2018,2,123969931
2018,9,123976110
2018,6,123969973
2018,6,123971493
2018,6,123969993
2018,9,123976183
2018,9,123970029
2018,6,123976232
2018,6,123970129
2018,9,123970221
2018,6,123971820
2018,6,123970266
2018,9,123970300
2018,3,123971989
2018,6,123976537
2018,6,123972209
2018,6,123972212
2018,6,123012700
2018,6,123008781
2018,6,123012706
2018,8,123008882
2018,8,123008883
2018,9,123017448
2018,12,123012757
2018,6,123008957
2018,6,123017505
2018,8,123017511
2018,8,123017510
2018,9,123008977
2018,9,123009004
2018,6,123017585
2018,2,123009016
2018,6,123013003
2018,6,123009212
2018,6,123009211
2018,8,123975933
2018,6,123975934
2018,6,123971215
2018,8,123969775
2018,9,123975983
2018,6,123971333
2018,6,123971332
2018,6,123976083
2018,6,123976084
2018,6,123971396
2018,1,123971548
2018,9,123971633
2018,6,123970079
2018,9,123970081
2018,9,123971656
2018,9,123976261
2018,9,123971700
2018,6,123971885
2018,6,123972133
2018,6,123976602
2018,8,123972307
2018,9,124785258
2018,8,124785259
2018,6,124785264
2018,6,124797014
2018,6,124795095
2018,9,124795136
2018,6,124797107
2018,8,124797107
2018,3,124797105
2018,8,124797105
2018,6,124795269
2018,6,124797247
2018,6,124797257
2018,6,124797256
2018,8,124797256
2018,9,124795329
2018,6,124800663
2018,9,124800669
2018,6,124797408
2018,6,124805430
2018,6,124797435
2018,6,124797495
2018,6,124800974
2018,1,124801016
2018,1,124797711
2018,6,123969728
2018,9,123971510
2018,6,123976227
2018,9,123976257
2018,6,123971692
2018,8,123970306
2018,6,123976411
2018,6,123976412
2018,8,123976428
2018,6,123976456
2018,6,123976462
2018,6,123972059
2018,6,123976506
2018,1,123980478
2018,6,123972205
2018,6,123971174
2018,5,123969727
2018,9,123975926
2018,6,123971248
2018,9,123969790
2018,9,123971285
2018,2,123976016
2018,9,123969853
2018,6,123971340
2018,6,127420056
2018,8,127420056
2018,6,127415164
2018,6,127420075
2018,9,124785276
2018,6,124785296
2018,6,124785297
2018,9,124797101
2018,9,124800364
2018,6,124797192
2018,6,124797193
2018,6,124795258
2018,9,124800501
2018,6,124797383
2018,6,124797424
2018,6,124797423
2018,6,124801001
2018,3,124805611
2018,9,126345545
2018,6,126351851
2018,6,126351850
2018,9,126345661
2018,8,126345744
2018,9,126345748
2018,9,126345758
2018,8,126348652
2018,6,126348670
2018,6,126348669
2018,6,126348689
2018,6,126345871
2018,9,126345898
2018,12,126348951
2018,6,126346070
2018,9,126356252
2018,9,126352508
2018,6,126356314
2018,8,126356314
2018,8,130271518
2018,8,130271517
2018,9,130266743
2018,6,130271562
2018,2,130271617
2018,9,130266807
2018,6,130266810
2018,6,130266812
2018,6,130266811
2018,7,130271632
2018,9,130262002
2018,9,130267002
2018,6,130262011
2018,9,130267020
2018,9,130271783
2018,6,130271788
2018,9,130262068
2018,9,130267062
2018,6,130262102
2018,8,130267139
2018,6,130262185
2018,6,130267177
2018,6,130271887
2018,3,130267208
2018,6,130262259
2018,6,130262272
2018,6,130262402
2018,9,130272055
2018,6,130272067
2018,6,130272097
2018,6,130267451
2018,12,130267462
2018,6,124785326
2018,6,124795162
2018,6,124795167
2018,8,124795167
2018,6,124795170
2018,8,124795170
2018,6,124800333
2018,8,124800333
2018,9,124795177
2018,6,124800374
2018,6,126356664
2018,6,126349585
2018,8,126349622
2018,9,126352916
2018,9,126356882
2018,9,126356648
2018,9,124797024
2018,9,124795112
2018,9,124797132
2018,9,124795191
2018,6,124795255
2018,6,124795256
2018,6,124795295
2018,9,124800500
2018,6,124800506
2018,9,124797313
2018,9,124800608
2018,8,124805471
2018,6,124800900
2018,6,124801062
2018,6,124801116
2018,9,124797230
2018,6,124797252
2018,6,124795305
2018,9,124805351
2018,9,124805367
2018,6,124797556
2018,6,124797557
2018,6,124805556
2018,8,124805556
2018,5,124805592
2018,9,124801107
2018,6,124805678
2018,6,124797708
2018,9,126344423
2018,3,126344455
2018,6,126340542
2018,6,126340544
2018,9,126344492
2018,6,126340561
2018,6,126344515
2018,9,126347517
2018,6,126344566
2018,6,126340630
2018,6,126349545
2018,8,126344610
2018,6,126347582
2018,6,126349618
2018,6,126340761
2018,9,126349506
2018,1,126344860
2018,6,126344860
2018,6,126344888
2018,6,126347781
2018,9,126344902
2018,6,126347809
2018,6,126347815
2018,6,126344925
2018,6,126347848
2018,6,126356887
2018,6,126347971
2018,6,126345253
2018,3,126345252
2018,6,126348139
2018,6,126348141
2018,9,126348152
2018,6,126345310
2018,1,126351504
2018,14,126351517
2018,12,126351541
2018,6,126348282
2018,9,126349409
2018,9,126349507
2018,9,126352897
2018,9,126356716
2018,9,126349804
2018,6,126349808
2018,9,126357035
2018,1,126349935
2018,8,126357155
2018,6,124797019
2018,6,124785274
2018,6,124785275
2018,2,124795137
2018,6,124785317
2018,6,124795151
2018,8,124795151
2018,6,124795152
2018,8,124795152
2018,9,124795163
2018,9,124797102
2018,3,124800349
2018,9,124797154
2018,9,124797170
2018,6,124795251
2018,6,124800426
2018,9,124800468
2018,6,124797271
2018,9,124797323
2018,9,124797325
2018,9,124805389
2018,6,124797369
2018,9,124800617
2018,6,124805398
2018,6,124797399
2018,9,124800665
2018,6,124797405
2018,6,124797443
2018,6,124797444
2018,6,124800928
2018,12,124805600
2018,6,124797637
2018,8,124805624
2018,8,124801029
2018,8,124805626
2018,6,124797685
2018,6,124801137
2018,6,124797709
2018,6,124797746
2018,6,139080186
2018,6,126344477
2018,6,126344489
2018,8,126347491
2018,6,126352655
2018,9,126344542
2018,9,126347541
2018,6,126344617
2018,6,126344616
2018,6,126344759
2018,6,126344758
2018,6,126340869
2018,6,126340941
2018,6,126347762
2018,9,126344885
2018,9,126345254
2018,6,126348178
2018,12,126345368
2018,6,126348238
2018,6,126348294
2018,9,126349520
2018,6,137881796
2018,6,137875803
2018,6,137878082
2018,6,137875804
2018,9,124785257
2018,9,124795132
2018,9,124800334
2018,9,124797116
2018,6,124800355
2018,6,124800488
2018,6,124797264
2018,3,124797270
2018,9,124800509
2018,6,137878188
2018,9,124797304
2018,6,124805362
2018,9,124805365
2018,8,124797400
2018,6,124800688
2018,6,124797456
2018,6,124800735
2018,6,124800743
2018,6,124800745
2018,8,124800790
2018,6,124800880
2018,5,124797549
2018,3,124801036
2018,6,124797675
2018,14,124805664
2018,9,124801103
2018,6,124805675
2018,6,124805676
2018,9,124801134
2018,9,124797704
2018,6,124805710
2018,6,137875955
2018,6,137878264
2018,9,137875952
2018,6,137875961
2018,3,137878328
2018,9,137882135
2018,8,137882136
2018,8,137882138
2018,1,137878353
2018,8,137878418
2018,9,137882188
2018,9,137882195
2018,6,137878482
2018,9,130267053
2018,6,130272076
2018,6,130262459
2018,6,130272100
2018,6,130267461
2018,6,130262490
2018,9,123017288
2018,9,123017373
2018,9,123008840
2018,6,123017425
2018,9,123008906
2018,6,123008938
2018,6,123008937
2018,6,123017493
2018,8,123017493
2018,6,123008954
2018,8,123008954
2018,6,123017516
2018,6,123008967
2018,9,123008976
2018,6,123012759
2018,6,123012758
2018,6,123012761
2018,6,123017535
2018,9,123008989
2018,6,123017574
2018,6,123009011
2018,6,123012798
2018,6,123017635
2018,6,123009164
2018,6,123017738
2018,9,123017302
2018,9,123008842
2018,6,123008880
2018,6,123012752
2018,9,123008898
2018,6,123017490
2018,8,123017490
2018,6,123009013
2018,6,123009079
2018,9,123017651
2018,9,123012863
2018,9,123012879
2018,6,123012931
2018,6,123009173
2018,6,123009172
2018,6,123012982
2018,6,123013046
2018,6,123013047
2018,6,123969745
2018,6,123969791
2018,6,123969793
2018,6,123971281
2018,8,123971281
2018,6,123976007
2018,8,123976007
2018,9,123969876
2018,6,123976096
2018,6,123969911
2018,9,123976100
2018,9,123969946
2018,9,123976133
2018,9,123971629
2018,9,123971651
2018,6,123970116
2018,9,123976264
2018,6,123976273
2018,9,123970134
2018,6,123971761
2018,6,123971760
2018,6,123970176
2018,9,123971839
2018,6,123972207
2018,6,123976549
2018,6,123972243
2018,6,123972241
2018,6,123980533
2018,6,123972250
2018,1,123972352
2018,2,123972364
2018,6,123980597
2018,8,123972468
2018,9,123971206
2018,9,123971242
2018,9,123976019
2018,9,123976029
2018,6,123969955
2018,6,123969956
2018,6,123971490
2018,9,123976162
2018,9,123970022
2018,9,123970031
2018,1,123976219
2018,9,123971614
2018,9,123976274
2018,6,123971715
2018,9,123976288
2018,9,123970209
2018,1,123972155
2018,8,123972186
2018,6,123980525
2018,6,123976584
2018,6,123976621
2018,1,123972319
2018,6,123976665
2018,6,123969691
2018,9,123975921
2018,6,123971193
2018,9,123971238
2018,6,123971429
2018,6,123971444
2018,9,123971529
2018,8,123970052
2018,3,123970056
2018,6,123970232
2018,5,123970230
2018,9,123971920
2018,6,123976536
2018,6,123980492
2018,1,123980517
2018,6,123972294
2018,8,123976631
2018,8,123972546
2018,6,123970325
2018,6,123970324
2018,3,123972087
2018,9,126340494
2018,6,126349535
2018,6,126344494
2018,6,126340568
2018,6,126347531
2018,9,126344622
2018,8,126347975
2018,9,126345250
2018,8,126348133
2018,8,126351442
2018,6,126351565
2018,9,126356595
2018,8,126349547
2018,6,126356608
2018,6,126356683
2018,6,126356682
2018,9,126352925
2018,9,126356729
2018,6,126349658
2018,6,126349656
2018,6,126356983
2018,6,126353263
2018,1,130354035
2018,2,130354045
2018,8,130354045
2018,1,130349873
2018,8,130350197
2018,6,130350621
2018,6,130354502
2018,6,130354501
2018,6,130358457
2018,6,130358507
2018,6,126347378
2018,6,126347379
2018,6,126344404
2018,6,126344403
2018,6,126347419
2018,6,126340502
2018,8,126340500
2018,6,126347442
2018,6,126340577
2018,6,126340575
2018,9,126340578
2018,6,126347502
2018,6,126347503
2018,6,126344562
2018,8,126344562
2018,6,126344561
2018,8,126344561
2018,12,126344588
2018,9,126347575
2018,6,126340671
2018,6,126347584
2018,6,126347597
2018,6,126344696
2018,6,126344697
2018,9,126344719
2018,9,126340811
2018,8,126344765
2018,8,126344766
2018,6,126344777
2018,5,126344776
2018,9,126347785
2018,9,126341051
2018,9,126341052
2018,9,126341061
2018,6,126344983
2018,6,126347868
2018,9,126341128
2018,6,126347984
2018,9,126351414
2018,6,126348144
2018,6,126345272
2018,6,126345282
2018,6,126351454
2018,9,126345299
2018,6,126348170
2018,6,126345304
2018,1,126348192
2018,6,126351505
2018,6,126351507
2018,12,126348197
2018,12,126345349
2018,6,126348207
2018,12,126351546
2018,6,126348225
2018,6,126345424
2018,6,126351574
2018,6,126351582
2018,6,126351650
2018,6,126351649
2018,9,126345514
2018,9,126345542
2018,6,126348425
2018,6,126351833
2018,8,126351833
2018,1,126345638
2018,6,126348508
2018,9,126348509
2018,6,126345671
2018,3,126348543
2018,6,126345734
2018,9,126352902
2018,9,126348717
2018,12,126352314
2018,6,126346069
2018,9,126356251
2018,9,126352654
2018,8,126356472
2018,6,126349418
2018,8,126356478
2018,6,126352717
2018,8,126356510
2018,9,126352801
2018,6,126352798
2018,6,126356567
2018,6,126356568
2018,6,126349527
2018,8,126349527
2018,6,126352804
2018,6,126356571
2018,6,126352805
2018,9,126352816
2018,9,126352822
2018,9,126349538
2018,9,126356601
2018,6,137881614
2018,6,137875688
2018,6,137875719
2018,9,137879205
2018,9,137879319
2018,9,137886749
2018,6,137879591
2018,9,137879669
2018,9,137887261
2018,6,137881681
2018,6,137883138
2018,9,137879348
2018,6,137879913
2018,6,137875704
2018,6,137877971
2018,6,130352636
2018,9,130347830
2018,6,130347864
2018,7,130352791
2018,9,130352955
2018,9,130348063
2018,6,130348415
2018,6,130353212
2018,6,130358205
2018,6,130350656
2018,6,130350657
2018,6,130354518
2018,6,130354517
2018,6,130350770
2018,6,130354590
2018,6,137882079
2018,6,137882078
2018,9,137886635
2018,9,137886759
2018,6,137875912
2018,6,137878239
2018,6,137875923
2018,6,137875922
2018,9,137879332
2018,9,137883358
2018,9,137880052
2018,9,137883824
2018,4,137881848
2018,9,137886239
2018,6,137878865
2018,6,137878863
2018,6,137883214
2018,9,137881625
2018,9,137881815
2018,9,137875903
2018,9,137881993
2018,6,137875947
2018,6,137875946
2018,2,137875975
2018,6,137882086
2018,6,137878298
2018,6,137878335
2018,9,137877934
2018,9,137878136
2018,6,137882307
2018,6,137882306
2018,8,137878984
2018,9,137886605
2018,6,137886705
2018,9,137883292
2018,6,137887059
2018,9,137879903
2018,6,137887266
2018,4,137886244
2018,9,137878877
2018,6,137883050
2018,6,137879220
2018,9,137886587
2018,9,137883106
2018,9,137883127
2018,9,137883159
2018,9,137879418
2018,9,137879419
2018,9,137879487
2018,9,137883539
2018,9,137886998
2018,9,137879811
2018,6,137875787
2018,9,137878189
2018,9,137882265
2018,9,137879101
2018,6,137878100
2018,6,137881850
2018,6,137878101
2018,6,137881626
2018,9,137881700
2018,9,137875761
2018,6,137878204
2018,6,137876074
2018,6,137878513
2018,9,137879509
2018,9,137886838
2018,9,137887894
2018,9,130261571
2018,9,130261646
2018,9,130271522
2018,9,130271587
2018,9,130261814
2018,6,130261823
2018,6,130271639
2018,6,130266830
2018,9,130261910
2018,6,130266922
2018,6,130266953
2018,9,130262018
2018,9,130262022
2018,6,130262048
2018,6,130267057
2018,9,130267077
2018,9,130262103
2018,9,130271859
2018,6,130271874
2018,6,130271901
2018,6,130262239
2018,6,130267201
2018,6,130262240
2018,8,130262292
2018,6,130271948
2018,1,130267423
2018,9,130262445
2018,9,130267420
2018,9,130267428
2018,9,130347608
2018,2,130347761
2018,6,130352887
2018,6,130352888
2018,6,130356961
2018,6,130357148
2018,6,130357243
2018,6,130350642
2018,6,130354530
2018,6,130350790
2018,6,130350791
2018,3,130271457
2018,9,130261644
2018,9,130266704
2018,9,130262013
2018,9,130271774
2018,9,130262041
2018,6,130267189
2018,6,130267458
2018,6,130352714
2018,8,130352714
2018,6,130347865
2018,6,130347862
2018,6,130352884
2018,6,130352892
2018,9,130348080
2018,6,130353033
2018,6,130357198
2018,6,130350193
2018,6,130350194
2018,9,137881593
2018,6,137875699
2018,6,137875743
2018,6,137875911
2018,6,137875913
2018,3,137876045
2018,9,137876044
2018,6,137876099
2018,6,137876098
2018,9,137882372
2018,3,137875690
2018,6,137877892
2018,9,137878048
2018,7,137875849
2018,9,137881968
2018,6,137882100
2018,6,137882099
2018,8,137878316
2018,9,137883220
2018,9,137879408
2018,9,137880181
2018,9,137875670
2018,5,137881585
2018,6,137878094
2018,6,137881844
2018,9,137882051
2018,6,137878360
2018,9,137878433
2018,8,137879006
2018,8,137879005
2018,6,137886445
2018,9,137883258
2018,3,137879860
2018,9,137883699
2018,6,137883754
2018,9,137883753
2018,6,137886461
2018,6,137886462
2018,9,137879173
2018,9,137886689
2018,9,137879538
2018,6,137886850
2018,6,137883437
2018,9,137883622
2018,9,137882126
2018,6,137878356
2018,6,137878357
2018,6,137882252
2018,6,137882409
2018,6,137882410
2018,9,137882786
2018,6,137882888
2018,6,137879238
2018,6,137884164
2018,9,137877789
2018,9,137881616
2018,9,137877896
2018,6,137875755
2018,6,137881750
2018,9,137878005
2018,6,137878025
2018,6,137881795
2018,2,137878379
2018,6,137886374
2018,9,137886387
2018,2,137879217
2018,6,137879552
2018,6,137883508
2018,9,137883507
2018,9,137879717
2018,9,137883729
2018,9,137880117
2018,6,137880526
2018,9,137881135
2018,9,137881630
2018,3,137886327
2018,8,137878971
2018,8,137886393
2018,9,137883054
2018,9,137886628
2018,9,137883156
2018,9,137886700
2018,9,137886732
2018,6,137886726
2018,6,137886729
2018,6,137886727
2018,8,137883294
2018,9,137879499
2018,9,137883773
2018,9,137879997
2018,6,137883801
2018,9,137887178
2018,6,137887254
2018,8,137884099
2018,6,137884337
2018,9,137882826
2018,9,137886574
2018,8,137886835
2018,8,137886837
2018,9,137879647
2018,6,137886935
2018,9,137881531
2018,9,137881610
2018,9,137881773
2018,6,137875832
2018,9,137878195
2018,9,137878339
2018,6,137878483
2018,3,137882995
2018,9,137883264
2018,6,137877821
2018,6,137877819
2018,9,137878106
2018,9,137881956
2018,6,137878252
2018,6,137878251
2018,6,137876033
2018,6,137882211
2018,9,137878478
2018,6,137882882
2018,9,137882926
2018,9,137881867
2018,6,137882011
2018,8,137878393
2018,6,137882174
2018,6,137883096
2018,6,137883094
2018,9,137879885
2018,9,137878155
2018,9,137875870
2018,6,137881918
2018,6,137878174
2018,9,137882215
2018,9,137878962
2018,9,137878979
2018,6,137878980
2018,6,137882895
2018,6,137882896
2018,9,137882919
2018,6,137883030
2018,6,137883029
2018,9,137879209
2018,9,137879242
2018,6,137886713
2018,9,137887892
2018,6,130352716
2018,8,130352716
2018,6,130347746
2018,7,130347746
2018,9,130357009
2018,1,130352960
2018,9,130348235
2018,6,130353103
2018,6,130353102
2018,3,130353131
2018,3,130353134
2018,6,130358138
2018,8,130354206
2018,9,130352880
2018,6,130358130
2018,6,130354172
2018,6,130350401
2018,6,130350403
2018,6,130354368
2018,6,130350691
2018,3,137879266
2018,6,137886623
2018,9,137879646
2018,9,137883682
2018,9,130261768
2018,9,130261770
2018,6,130261849
2018,6,130261848
2018,6,130267036
2018,6,130271798
2018,9,130262089
2018,6,130267161
2018,6,130262234
2018,9,130356856
2018,8,130352713
2018,9,130352718
2018,9,130352794
2018,3,130356942
2018,9,130352875
2018,6,130357055
2018,6,130357054
2018,6,130357056
2018,6,130348183
2018,6,130348182
2018,6,130353146
2018,6,130358483
2018,6,130358534
2018,3,137881846
2018,6,137881891
2018,6,137881890
2018,6,137879085
2018,6,137887077
2018,4,137881824
2018,6,137879301
2018,9,137886677
2018,9,137879467
2018,9,137879520
2018,6,137877836
2018,9,137877874
2018,9,137877873
2018,9,137881810
2018,9,137881840
2018,8,137882118
2018,6,137882164
2018,6,137878377
2018,6,137876019
2018,9,137879484
2018,9,137879793
2018,1,137883733
2018,9,137875681
2018,3,137881720
2018,6,137878029
2018,6,137878030
2018,9,137878093
2018,2,137882145
2018,4,137882175
2018,9,137882199
2018,3,137876037
2018,9,137882239
2018,9,137878540
2018,6,137882361
2018,6,137882363
2018,9,137882366
2018,3,137878576
2018,6,137882806
2018,6,137886444
2018,9,137882982
2018,9,137886538
2018,9,137886557
2018,6,137879199
2018,9,137883075
2018,9,137883114
2018,9,137883252
2018,6,137879437
2018,9,137886906
2018,6,137879722
2018,9,137879754
2018,9,137887034
2018,9,137883641
2018,3,137883710
2018,9,137887137
2018,6,137883780
2018,9,137880037
2018,6,137883865
2018,9,137875680
2018,9,137881731
2018,6,137878128
2018,6,137878130
2018,1,137875868
2018,6,137878340
2018,6,137878341
2018,6,137882302
2018,6,137882304
2018,9,137886395
2018,9,137879055
2018,9,137886670
2018,9,137883306
2018,6,137879498
2018,6,137883392
2018,9,137886866
2018,6,137883934
2018,6,137884096
2018,6,137884098
2018,2,137884256
2018,3,137880530
2018,6,137880530
2018,9,137878054
2018,6,137881819
2018,6,137878062
2018,6,137878061
2018,6,137875819
2018,6,137881847
2018,9,137882020
2018,6,137875943
2018,8,137882119
2018,9,137878389
2018,8,137879167
2018,9,137886702
2018,6,137884163
2018,9,138656897
2018,9,138656902
2018,9,118251588
2018,9,118252054
2018,9,118251433
2018,6,118251837
2018,9,118251994
2018,9,118252311
2018,9,118254402
2018,6,118254430
2018,2,118254476
2018,9,118251381
2018,6,118251477
2018,6,118251579
2018,6,118251623
2018,9,118251939
2018,6,118252049
2018,6,118252051
2018,6,118252077
2018,9,118254409
2018,9,118251768
2018,9,118251457
2018,9,118252030
2018,8,118251427
2018,6,118251589
2018,6,118251593
2018,6,118251834
2018,9,118252731
2018,3,118255777
2018,6,118255802
2018,6,118255801
2018,6,118251675
2018,6,118251671
2018,9,118251825
2018,2,118252035
2018,9,118252237
2018,6,118254386
2018,9,118963869
2018,6,118963947
2018,6,118963945
2018,6,118964080
2018,9,118964661
2018,9,118964896
2018,9,118964925
2018,9,118964939
2018,6,118965051
2018,9,118965090
2018,6,118965222
2018,6,118965332
2018,6,118965327
2018,6,118965418
2018,9,118965846
2018,6,118966119
2018,6,118966165
2018,6,118966164
2018,6,118963822
2018,6,118963827
2018,6,118963824
2018,9,118964508
2018,9,118964791
2018,9,118965065
2018,6,118965264
2018,6,118965268
2018,6,118965352
2018,6,118965351
2018,9,118965754
2018,6,118965966
2018,6,118965967
2018,6,118966001
2018,6,118966005
2018,2,118966063
2018,6,118966242
2018,6,118966237
2018,9,118964490
2018,8,118964536
2018,6,118964638
2018,6,118964643
2018,9,118964771
2018,9,118964792
2018,6,118964878
2018,9,118964916
2018,9,118964914
2018,9,118964951
2018,9,118965029
2018,6,118965032
2018,9,118965166
2018,6,118965262
2018,6,118965263
2018,6,118965356
2018,6,118965379
2018,6,118965808
2018,9,118965805
2018,6,118965837
2018,6,118965835
2018,6,118965875
2018,6,118965913
2018,6,118966007
2018,6,118966009
2018,9,118966072
2018,6,118963832
2018,6,118963804
2018,6,118963803
2018,6,118964083
2018,9,118964597
2018,6,118964831
2018,6,118964835
2018,6,118964949
2018,6,118964947
2018,6,118965447
2018,9,118965796
2018,6,118965894
2018,6,118965890
2018,2,118965919
2018,9,118965991
2018,9,118966149
2018,6,118252013
2018,8,118252013
2018,9,118252064
2018,6,118252189
2018,6,118255735
2018,9,118251402
2018,9,118251558
2018,6,118251607
2018,6,118251611
2018,9,118251867
2018,9,118251884
2018,8,118252615
2018,9,118254456
2018,6,118254526
2018,6,118254529
2018,9,118964619
2018,6,118965353
2018,6,118965355
2018,9,118965826
2018,9,118965908
2018,9,118966033
2018,6,118964025
2018,9,118964814
2018,6,118964861
2018,8,118964861
2018,6,118964868
2018,8,118964868
2018,9,118964973
2018,9,118965214
2018,7,118965339
2018,6,118966280
2018,6,139080173
2018,6,139080174
2018,6,139080260
2018,6,139080259
2018,6,139080311
2018,9,118251852
2018,9,118251927
2018,6,118254528
2018,6,118251616
2018,6,118252257
2018,6,118252253
2018,6,118254446
2018,6,118257585
2018,6,130266598
2018,6,130266599
