"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2018,106211686,119928370
2018,106211835,119928519
2018,106211889,119928569
2018,106211912,119928591
2018,106211935,119928614
2018,106211945,119928623
2018,106211965,119928641
2018,106211978,119928658
2018,106212166,119928844
2018,106212166,119928847
2018,106212271,119928953
2018,106212310,119928995
2018,106212329,119929014
2018,106212453,119929140
2018,106212525,119929198
2018,106212657,119929318
2018,106212659,119929318
2018,106212663,119929318
2018,106212661,119929318
2018,106212792,119929436
2018,106212930,119929564
2018,106213004,119929639
2018,106213007,119929639
2018,106213077,119929713
2018,106213079,119929713
2018,106213209,119929854
2018,106213239,119929876
2018,106213407,119930039
2018,106213494,119930128
2018,106213774,119930404
2018,106213860,119930494
2018,106213883,119930511
2018,106214035,119930652
2018,106214056,119930682
2018,106214150,119930774
2018,106214249,119930880
2018,106214298,119930931
2018,106214399,119931039
2018,106214539,119931183
2018,106214631,119931273
2018,106214928,119931575
2018,106214928,119931577
2018,106215147,119931795
2018,106215365,119931993
2018,106215423,119932057
2018,106215482,119932115
2018,106215882,119932511
2018,106215906,119932525
2018,106215904,119932525
2018,106215927,119932555
2018,106215980,119932602
2018,106215978,119932602
2018,105831706,119542703
2018,105831723,119542721
2018,105831821,119542831
2018,105831955,119542977
2018,105832000,119543022
2018,105831999,119543022
2018,105831999,119543023
2018,105832000,119543023
2018,105832016,119543037
2018,105832067,119543077
2018,105832069,119543080
2018,105832104,119543125
2018,105832104,119543124
2018,105832165,119543185
2018,105832165,119543188
2018,105256750,118963883
2018,105256959,118964132
2018,105257302,118964521
2018,105257382,118964607
2018,105257640,118964918
2018,105257660,118964942
2018,105257895,118965207
2018,105257917,118965233
2018,105258057,118965410
2018,105258068,118965419
2018,105258100,118965452
2018,105258376,118965742
2018,105258496,118965861
2018,105258574,118965917
2018,105258574,118965922
2018,105258593,118965953
2018,105258593,118965952
2018,105258633,118965997
2018,106210428,119927034
2018,106210651,119927277
2018,106210685,119927313
2018,106210762,119927386
2018,106210762,119927387
2018,106210808,119927435
2018,106210819,119927438
2018,106210814,119927435
2018,106210819,119927439
2018,106210817,119927435
2018,106210930,119927572
2018,106210989,119927625
2018,106211096,119927744
2018,106211131,119927777
2018,106211125,119927777
2018,106211338,119927994
2018,106211455,119928115
2018,106211455,119928117
2018,106211528,119928193
2018,106211546,119928213
2018,106211546,119928208
2018,106211629,119928311
2018,106211671,119928358
2018,106211696,119928376
2018,106211775,119928455
2018,106211848,119928533
2018,106211871,119928555
2018,106211894,119928575
2018,106211895,119928577
2018,106211908,119928590
2018,106211929,119928608
2018,106211943,119928621
2018,106211956,119928637
2018,106211976,119928653
2018,106212176,119928860
2018,106212202,119928888
2018,106212210,119928896
2018,106212240,119928930
2018,106212314,119928994
2018,106212320,119929005
2018,106212338,119929021
2018,106212362,119929046
2018,106212436,119929123
2018,106212452,119929137
2018,106212497,119929175
2018,106212608,119929273
2018,106212655,119929312
2018,106212707,119929361
2018,106212760,119929410
2018,106212782,119929431
2018,106212853,119929494
2018,106212867,119929503
2018,106212966,119929601
2018,106213005,119929637
2018,106213024,119929659
2018,106213040,119929683
2018,106213121,119929764
2018,106213271,119929902
2018,106213271,119929903
2018,106213308,119929934
2018,106213383,119930011
2018,106213509,119930142
2018,106213575,119930196
2018,106213670,119930299
2018,106213720,119930359
2018,106213934,119930556
2018,106214021,119930636
2018,106214088,119930702
2018,106214217,119930852
2018,106214356,119930993
2018,106214367,119931003
2018,106214535,119931181
2018,106214625,119931266
2018,106214888,119931536
2018,106214911,119931557
2018,106214950,119931600
2018,106215155,119931801
2018,106215218,119931857
2018,106215215,119931857
2018,106215434,119932066
2018,106215485,119932114
2018,106215542,119932163
2018,106215542,119932162
2018,106215544,119932160
2018,106210395,119927006
2018,106210595,119927214
2018,106210644,119927267
2018,106211069,119927708
2018,106211088,119927729
2018,106211088,119927730
2018,106211123,119927773
2018,106211293,119927942
2018,106211549,119928216
2018,106211599,119928275
2018,106211601,119928275
2018,106211625,119928308
2018,106211643,119928323
2018,106211813,119928496
2018,106211844,119928524
2018,106211939,119928616
2018,106211994,119928671
2018,106212155,119928836
2018,106212253,119928927
2018,106212254,119928933
2018,106212296,119928980
2018,106212682,119929330
2018,106212680,119929330
2018,106212770,119929415
2018,106212977,119929610
2018,106213015,119929648
2018,106213075,119929716
2018,106213287,119929919
2018,106213401,119930028
2018,106213471,119930103
2018,109284863,123017274
2018,116707404,130356815
2018,116705303,130348001
2018,116705119,130352715
2018,109284980,123017625
2018,116700599,130352715
2018,116707548,130352735
2018,116705141,130352735
2018,109281427,123012829
2018,116700613,130352735
2018,116707545,130352735
2018,116707546,130352735
2018,116705146,130352735
2018,109285060,123017679
2018,116700614,130352735
2018,116707543,130352735
2018,109285075,123017690
2018,109281468,123017690
2018,109281482,123009145
2018,109285126,123012963
2018,109279457,123009210
2018,109281597,123013094
2018,109281606,123017814
2018,116707605,130352784
2018,109279530,123013106
2018,116700690,130352865
2018,116705354,130348052
2018,116707937,130353019
2018,116707936,130348208
2018,116707937,130353017
2018,116707937,130348210
2018,116707935,130353018
2018,116707947,130348218
2018,116705523,130357147
2018,116705523,130357146
2018,116708104,130353110
2018,116705533,130353118
2018,116705533,130353117
2018,116705534,130353117
2018,116700969,130348438
2018,116705558,130348445
2018,116708183,130353158
2018,116708191,130357196
2018,105256694,118963833
2018,105256697,118963833
2018,105256838,118963981
2018,105256833,118963977
2018,105256833,118963981
2018,105256838,118963977
2018,105257256,118964472
2018,105257324,118964542
2018,106210612,119927234
2018,106210636,119927252
2018,106210700,119927327
2018,106210807,119927445
2018,106210807,119927443
2018,106210994,119927627
2018,106210994,119927629
2018,106211057,119927702
2018,106211094,119927738
2018,106211203,119927846
2018,106211226,119927869
2018,106211372,119928027
2018,106211403,119928065
2018,106211662,119928345
2018,106211766,119928449
2018,106211802,119928487
2018,106211824,119928506
2018,106211851,119928531
2018,106211862,119928548
2018,106211885,119928567
2018,106211933,119928612
2018,106211944,119928622
2018,106211952,119928632
2018,106212235,119928915
2018,106212236,119928917
2018,106212234,119928915
2018,106212312,119928993
2018,106212330,119929019
2018,106212373,119929057
2018,106212508,119929185
2018,106212982,119929615
2018,106213016,119929647
2018,106213124,119929766
2018,106213124,119929768
2018,106213176,119929827
2018,106213202,119929847
2018,106213202,119929849
2018,106213238,119929878
2018,106213549,119930177
2018,106213741,119930371
2018,106213858,119930496
2018,106213922,119930543
2018,106213988,119930606
2018,106214050,119930670
2018,106214121,119930738
2018,106214240,119930870
2018,106214240,119930872
2018,106214273,119930908
2018,106214322,119930952
2018,106214371,119931002
2018,106214455,119931092
2018,106214468,119931103
2018,106214490,119931131
2018,106215146,119931769
2018,106215146,119931775
2018,106215281,119931919
2018,106215326,119931960
2018,106215354,119931990
2018,106215481,119932107
2018,106215513,119932139
2018,106215606,119932241
2018,106215642,119932275
2018,106215691,119932322
2018,106215719,119932351
2018,106215774,119932405
2018,106215811,119932449
2018,106215932,119932558
2018,106215951,119932571
2018,106215949,119932571
2018,106215984,119932606
2018,106216009,119932627
2018,106210389,119926994
2018,106210552,119927165
2018,106210615,119927239
2018,106210792,119927426
2018,106210918,119927554
2018,106210915,119927554
2018,106210986,119927624
2018,106211101,119927746
2018,106211198,119927840
2018,106211430,119928083
2018,106211581,119928260
2018,106211839,119928526
2018,106211921,119928602
2018,106211957,119928626
2018,106211991,119928668
2018,106212023,119928701
2018,106212095,119928772
2018,106212133,119928821
2018,106212242,119928925
2018,106212263,119928945
2018,106212331,119929016
2018,106212374,119929058
2018,106212378,119929063
2018,106212471,119929155
2018,106212503,119929179
2018,106212612,119929276
2018,106212723,119929375
2018,106212767,119929412
2018,106212768,119929412
2018,106212764,119929412
2018,106212832,119929473
2018,106212832,119929474
2018,106212964,119929597
2018,106212988,119929620
2018,106213200,119929851
2018,106213242,119929875
2018,106213349,119929976
2018,106213368,119929995
2018,106213538,119930169
2018,106213540,119930169
2018,106213539,119930169
2018,106213659,119930292
2018,106213796,119930420
2018,106213794,119930420
2018,106213910,119930538
2018,106213937,119930560
2018,106214017,119930640
2018,106214110,119930730
2018,106214196,119930817
2018,106214355,119930980
2018,106214471,119931113
2018,106214530,119931174
2018,106214628,119931271
2018,106214741,119931387
2018,106214951,119931605
2018,106215115,119931755
2018,106215153,119931799
2018,106215395,119932032
2018,104552387,118251381
2018,104552411,118251407
2018,104552477,118251477
2018,104552571,118251579
2018,104552604,118251623
2018,104552815,118251857
2018,104552886,118251939
2018,104553001,118252049
2018,104553001,118252051
2018,104553026,118252077
2018,104553068,118252107
2018,104555434,118254409
2018,104555482,118254451
2018,104555510,118254479
2018,104555511,118254479
2018,104552420,118251419
2018,104552475,118251474
2018,104552624,118251650
2018,104553039,118252082
2018,104553239,118252292
2018,104553273,118252331
2018,104553309,118252365
2018,104555486,118254454
2018,104555519,118254485
2018,104555552,118254515
2018,104556838,118255752
2018,104552402,118251392
2018,104552430,118251421
2018,104552573,118251588
2018,104552641,118251660
2018,104552803,118251839
2018,104552834,118251878
2018,104552955,118252000
2018,104553000,118252054
2018,104553051,118252089
2018,104553132,118252190
2018,104553178,118252236
2018,104553247,118252303
2018,104558636,118257501
2018,106210431,119927041
2018,106210928,119927558
2018,106210929,119927558
2018,106210970,119927604
2018,106210990,119927630
2018,106211037,119927678
2018,106211059,119927704
2018,106211215,119927855
2018,106211384,119928040
2018,106211619,119928297
2018,106211676,119928360
2018,106211828,119928513
2018,106211866,119928550
2018,106211891,119928570
2018,106211924,119928606
2018,106211993,119928672
2018,106212132,119928818
2018,106212193,119928880
2018,106212267,119928954
2018,106212292,119928975
2018,106212292,119928972
2018,106212327,119929010
2018,106212366,119929051
2018,106212393,119929069
2018,106212394,119929073
2018,106212462,119929146
2018,106212475,119929160
2018,106212483,119929160
2018,106212687,119929341
2018,106212725,119929373
2018,106212742,119929396
2018,106212852,119929489
2018,106212852,119929491
2018,106212949,119929582
2018,106213009,119929642
2018,106213069,119929717
2018,106213100,119929744
2018,106213112,119929752
2018,106213177,119929826
2018,106213252,119929881
2018,106213303,119929933
2018,106213350,119929977
2018,106213472,119930102
2018,106213528,119930162
2018,106213565,119930186
2018,106214961,119931612
2018,106215087,119931733
2018,106215130,119931774
2018,106215212,119931853
2018,106215208,119931853
2018,106215311,119931941
2018,106215393,119932027
2018,106215418,119932053
2018,106215468,119932098
2018,106215541,119932175
2018,106215665,119932294
2018,106215720,119932354
2018,106215749,119932377
2018,106215883,119932510
2018,106215879,119932510
2018,105256691,118963826
2018,105256776,118963918
2018,105256914,118964079
2018,105256966,118964131
2018,105256966,118964127
2018,105257271,118964481
2018,105257315,118964530
2018,105257519,118964786
2018,105257551,118964813
2018,105257546,118964809
2018,105257541,118964803
2018,105257623,118964889
2018,105257614,118964895
2018,105257744,118965042
2018,105257790,118965088
2018,105258000,118965349
2018,105258078,118965415
2018,105258081,118965415
2018,105258087,118965415
2018,105258400,118965763
2018,105258407,118965752
2018,105258400,118965757
2018,105258402,118965752
2018,105258423,118965789
2018,105258430,118965789
2018,105258466,118965824
2018,105258573,118965931
2018,105258577,118965932
2018,105258591,118965954
2018,105258624,118965990
2018,105258619,118965990
2018,105258659,118966032
2018,105258683,118966055
2018,105258783,118966167
2018,105258802,118966189
2018,105258830,118966215
2018,105258830,118966223
2018,105258826,118966220
2018,105258995,118966388
2018,105259022,118966420
2018,106210489,119927099
2018,106210632,119927258
2018,106210691,119927319
2018,106210931,119927571
2018,106210973,119927610
2018,106211050,119927689
2018,106211208,119927847
2018,106211281,119927934
2018,106211303,119927955
2018,106211467,119928130
2018,106211552,119928219
2018,106211564,119928236
2018,106211564,119928238
2018,106211609,119928289
2018,106211609,119928292
2018,106211647,119928331
2018,106211675,119928350
2018,106211725,119928404
2018,106211725,119928403
2018,106211805,119928492
2018,106211819,119928498
2018,106211819,119928500
2018,106211852,119928535
2018,106211905,119928587
2018,106212098,119928770
2018,106212136,119928816
2018,106212136,119928820
2018,106212140,119928816
2018,106212206,119928891
2018,106212265,119928947
2018,106212268,119928952
2018,106212276,119928959
2018,106212317,119929001
2018,106212358,119929043
2018,106212381,119929062
2018,106212380,119929062
2018,106212404,119929091
2018,106212494,119929172
2018,106212527,119929201
2018,106212691,119929345
2018,106212717,119929368
2018,106212786,119929433
2018,106212826,119929468
2018,106212825,119929468
2018,106212844,119929487
2018,106212864,119929502
2018,106213070,119929711
2018,106213103,119929748
2018,106213188,119929836
2018,106213312,119929938
2018,106213439,119930068
2018,106213439,119930070
2018,106213525,119930158
2018,106213527,119930158
2018,106213560,119930181
2018,106213743,119930375
2018,106213748,119930375
2018,106214014,119930632
2018,106214091,119930691
2018,106214202,119930831
2018,106214202,119930823
2018,106214343,119930975
2018,106214585,119931232
2018,106214604,119931244
2018,106214900,119931535
2018,106214929,119931579
2018,106214953,119931604
2018,106215032,119931679
2018,106215032,119931681
2018,106215137,119931790
2018,106215205,119931850
2018,106215300,119931926
2018,106215389,119932026
2018,106215520,119932146
2018,106215562,119932191
2018,106215693,119932329
2018,106215807,119932437
2018,106215807,119932436
2018,106215881,119932512
2018,106215990,119932611
2018,106215991,119932611
2018,106216012,119932629
2018,105256724,118963848
2018,105256724,118963849
2018,105256936,118964103
2018,105257309,118964529
2018,105257426,118964659
2018,105257530,118964789
2018,105257638,118964905
2018,105257638,118964901
2018,105257680,118964965
2018,105257720,118964984
2018,105257836,118965143
2018,105257922,118965241
2018,105258067,118965425
2018,105258070,118965425
2018,105258097,118965448
2018,105258221,118965580
2018,105258363,118965723
2018,105258508,118965873
2018,105258925,118966327
2018,116616781,130271814
2018,116607077,130267070
2018,116607088,130267085
2018,116612083,130267099
2018,116612148,130271878
2018,116616859,130271878
2018,116607170,130271879
2018,116616913,130262279
2018,116607264,130262298
2018,116607268,130262299
2018,116607271,130262299
2018,116612231,130267249
2018,116616932,130271934
2018,116607299,130267280
2018,116617019,130267364
2018,116607371,130262396
2018,116617053,130262439
2018,116612402,130272089
2018,116617104,130267459
2018,105256742,118963880
2018,105257299,118964512
2018,105257336,118964552
2018,105257338,118964552
2018,105257533,118964781
2018,105257533,118964787
2018,105257739,118965039
2018,105257792,118965089
2018,105257891,118965205
2018,105257930,118965252
2018,105257969,118965308
2018,105258058,118965411
2018,105258080,118965433
2018,105258085,118965433
2018,105258398,118965760
2018,105258398,118965755
2018,105258590,118965951
2018,105258686,118966058
2018,105258692,118966058
2018,105258817,118966207
2018,105258991,118966381
2018,106210414,119927011
2018,106210441,119927049
2018,106210548,119927161
2018,106210551,119927164
2018,106210692,119927320
2018,106210713,119927336
2018,106210813,119927447
2018,106210903,119927543
2018,106211001,119927640
2018,106211134,119927770
2018,106211247,119927890
2018,106211292,119927933
2018,106211359,119928014
2018,106211440,119928101
2018,106211440,119928098
2018,106211538,119928200
2018,106211642,119928320
2018,106211670,119928335
2018,106211670,119928339
2018,106211930,119928611
2018,106211934,119928611
2018,106211942,119928620
2018,106211949,119928628
2018,106212092,119928771
2018,106212147,119928824
2018,106212229,119928905
2018,106212229,119928910
2018,106212243,119928926
2018,106212299,119928982
2018,106212455,119929143
2018,106212457,119929143
2018,106212486,119929161
2018,106212480,119929161
2018,106212518,119929194
2018,106212696,119929350
2018,106212795,119929439
2018,106212823,119929466
2018,106212855,119929499
2018,106212861,119929492
2018,106212861,119929498
2018,106212863,119929496
2018,106212895,119929528
2018,106213078,119929724
2018,106213299,119929928
2018,106213371,119930002
2018,106213406,119930037
2018,106213904,119930531
2018,106213976,119930595
2018,106214023,119930643
2018,106214077,119930696
2018,106214107,119930722
2018,106214128,119930743
2018,106214234,119930867
2018,106214282,119930913
2018,106214400,119931041
2018,106214467,119931105
2018,106214887,119931537
2018,106214976,119931628
2018,106215028,119931677
2018,106215046,119931697
2018,106215581,119932216
2018,106215714,119932350
2018,106215752,119932382
2018,106215770,119932396
2018,106215770,119932399
2018,106215800,119932431
2018,106215869,119932500
2018,105831765,119542772
2018,105831932,119542951
2018,105831960,119542981
2018,105832014,119543039
2018,105832083,119543103
2018,105832099,119543111
2018,105832099,119543108
2018,105832415,119543436
2018,105832999,119544007
2018,105833067,119544077
2018,105833165,119544171
2018,105833238,119544234
2018,105833238,119544231
2018,105833711,119544690
2018,105833947,119544922
2018,105834009,119544985
2018,105834101,119545071
2018,105831711,119542695
2018,105831711,119542704
2018,105831754,119542750
2018,105831843,119542857
2018,105831844,119542856
2018,105831929,119542948
2018,105831961,119542975
2018,105832028,119543054
2018,105832102,119543120
