"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2018,21,118964896
2018,21,118964925
2018,21,118964986
2018,21,118965061
2018,21,118965090
2018,21,118965243
2018,21,118965359
2018,21,118965357
2018,22,118965430
2018,23,118965846
2018,21,118966035
2018,21,118966071
2018,21,118966119
2018,21,118966332
2018,21,118966356
2018,21,119542917
2018,21,119543007
2018,21,119543019
2018,21,119543052
2018,21,119543100
2018,21,119543192
2018,21,119543299
2018,21,119543422
2018,21,119543444
2018,21,119543990
2018,21,119544020
2018,21,119544137
2018,21,119544203
2018,21,119544275
2018,21,119544408
2018,22,119544485
2018,21,119544517
2018,21,119544931
2018,21,119544966
2018,21,119545004
2018,21,126344387
2018,21,126340442
2018,21,126347382
2018,21,126347388
2018,21,126347392
2018,21,126347391
2018,21,126347399
2018,21,126344417
2018,21,126344416
2018,21,126344422
2018,21,126344425
2018,21,126340470
2018,21,126347414
2018,21,126344435
2018,21,126344441
2018,21,126344442
2018,21,126340487
2018,21,126344447
2018,21,126347421
2018,21,126340505
2018,21,126340506
2018,21,126347449
2018,21,126340529
2018,21,126340535
2018,21,126340537
2018,21,126340557
2018,21,126347483
2018,21,126347492
2018,21,126344509
2018,21,126340583
2018,21,126340587
2018,21,126340590
2018,21,126347509
2018,21,126340591
2018,21,126347519
2018,21,126344534
2018,21,126344533
2018,21,126344535
2018,21,126344546
2018,21,126340610
2018,21,126340609
2018,21,126347538
2018,21,126347545
2018,21,126340629
2018,21,126344563
2018,21,126347548
2018,21,126347555
2018,21,126347556
2018,21,126344579
2018,21,126344585
2018,21,126344584
2018,21,126344592
2018,21,126344590
2018,21,126344597
2018,21,126347570
2018,21,117386152
2018,21,117386818
2018,21,117386815
2018,21,118251379
2018,22,118251456
2018,22,118251923
2018,21,118251975
2018,21,118252027
2018,21,118252033
2018,21,118252219
2018,21,118252298
2018,21,118252332
2018,22,118255723
2018,21,118255733
2018,22,118255766
2018,21,118257579
2018,22,118964462
2018,22,118964466
2018,21,118964563
2018,21,118964652
2018,21,118964757
2018,21,118964934
2018,21,118964936
2018,21,118964978
2018,21,118964980
2018,21,118964981
2018,21,118965150
2018,21,118965333
2018,21,118965431
2018,21,118965563
2018,21,118965803
2018,21,118965845
2018,21,118965949
2018,21,118966312
2018,21,119927231
2018,21,119927290
2018,21,119927390
2018,21,119927686
2018,21,119927688
2018,21,119927852
2018,21,119927928
2018,21,119928003
2018,21,119928099
2018,21,119928218
2018,21,119928217
2018,21,119928273
2018,22,119928465
2018,21,119928523
2018,21,119928644
2018,21,119928664
2018,21,119928815
2018,21,119928906
2018,21,119928940
2018,21,119928939
2018,21,119928964
2018,21,119928991
2018,21,119929003
2018,21,119929027
2018,21,119929029
2018,21,119929030
2018,21,119929110
2018,21,119929148
2018,21,119929301
2018,21,119929441
2018,21,119929561
2018,21,119929619
2018,21,119929621
2018,21,119929842
2018,21,119929951
2018,21,119929958
2018,21,119929992
2018,21,119930019
2018,21,119930034
2018,21,119930035
2018,21,119930097
2018,21,119930473
2018,21,119930760
2018,21,119931126
2018,21,119931212
2018,21,119931269
2018,21,119931543
2018,21,119931743
2018,21,119931805
2018,21,119931804
2018,21,119931981
2018,21,119932065
2018,21,119932362
2018,21,119932459
2018,21,119932457
2018,21,119932517
2018,22,119932559
2018,21,119932612
2018,21,119542663
2018,21,119542709
2018,21,119542718
2018,21,119542757
2018,22,119542868
2018,21,119542923
2018,21,119543035
2018,21,119543049
2018,21,119543045
2018,21,119543130
2018,21,119543197
2018,21,119543156
2018,21,119543227
2018,21,119543250
2018,21,119543254
2018,21,119543375
2018,21,119543390
2018,21,119543406
2018,21,119543402
2018,21,119543431
2018,21,119543434
2018,21,119544131
2018,21,119544194
2018,21,119544209
2018,21,119544220
2018,21,119544229
2018,21,119544353
2018,21,119544421
2018,22,119544445
2018,22,119544461
2018,21,119544525
2018,21,119544529
2018,21,119544544
2018,22,119544602
2018,22,119544639
2018,21,119544698
2018,21,119544685
2018,21,119544908
2018,21,119544996
2018,21,119545033
2018,21,119545030
2018,21,119545058
2018,21,119545057
2018,21,118963874
2018,21,118964082
2018,22,118964557
2018,21,118965145
2018,21,118965149
2018,21,118965260
2018,21,118965258
2018,21,118965383
2018,21,118965813
2018,21,118965898
2018,21,118966085
2018,21,118966084
2018,21,118966232
2018,21,118966340
2018,22,118966339
2018,21,118251457
2018,21,118251539
2018,21,118251592
2018,21,118251639
2018,21,118251634
2018,21,118251665
2018,21,118251817
2018,21,118252030
2018,21,118254340
2018,21,118255728
2018,22,118255745
2018,22,118255773
2018,21,118964631
2018,21,118964759
2018,21,118964798
2018,21,118964793
2018,21,118965341
2018,21,118965337
2018,21,118965745
2018,21,118965785
2018,21,118965812
2018,21,118966049
2018,21,118966191
2018,21,118966377
2018,21,119927005
2018,21,119927248
2018,21,119927274
2018,21,119927342
2018,21,119927392
2018,21,119927711
2018,21,119927712
2018,21,119927837
2018,21,119927940
2018,21,119927938
2018,21,119927964
2018,21,119928041
2018,21,119928341
2018,21,119928478
2018,21,119928581
2018,21,119928603
2018,21,119928625
2018,21,119928681
2018,21,119928696
2018,21,119928717
2018,21,119928850
2018,21,119928904
2018,21,119928955
2018,21,119928978
2018,21,119929012
2018,21,119929182
2018,22,119929208
2018,21,119929505
2018,21,119929657
2018,21,119929838
2018,21,119929910
2018,21,119929927
2018,21,119929964
2018,21,119929982
2018,21,119930014
2018,21,119930133
2018,21,119930151
2018,21,119930147
2018,22,119930206
2018,22,119930205
2018,21,119930380
2018,21,119930440
2018,21,119930454
2018,21,119930504
2018,21,119930767
2018,21,119931146
2018,21,119931198
2018,21,119931673
2018,21,119931690
2018,21,119932118
2018,21,119932189
2018,21,119932231
2018,21,119932287
2018,21,119932395
2018,21,119932520
2018,21,119932537
2018,21,119932567
2018,21,119932600
2018,22,119932603
2018,21,118255716
2018,21,119926994
2018,21,119927165
2018,21,119927239
2018,21,119927426
2018,21,119927554
2018,21,119927624
2018,21,119927746
2018,21,119927840
2018,21,119928083
2018,21,119928260
2018,21,119928526
2018,21,119928602
2018,21,119928626
2018,21,119928668
2018,21,119928701
2018,21,119928772
2018,21,119928821
2018,21,119928925
2018,21,119928945
2018,21,119929016
2018,21,119929058
2018,21,119929063
2018,21,119929155
2018,22,119929179
2018,21,119929276
2018,21,119929375
2018,21,119929412
2018,21,119929474
2018,21,119929473
2018,21,119929597
2018,21,119929620
2018,21,119929851
2018,21,119929875
2018,21,119929976
2018,21,119929995
2018,22,119930169
2018,21,119930292
2018,21,119930420
2018,21,119930538
2018,21,119930560
2018,21,119930640
2018,21,119930730
2018,21,119930817
2018,21,119930980
2018,21,119931113
2018,21,119931174
2018,21,119931271
2018,21,119931387
2018,21,119931605
2018,21,119931755
2018,21,119931799
2018,21,119932032
2018,21,123012845
2018,21,123012864
2018,21,123012889
2018,21,123017682
2018,21,123009132
2018,21,123012935
2018,21,123009156
2018,22,123017734
2018,21,123017741
2018,21,123009199
2018,21,123017770
2018,21,123013048
2018,21,119927006
2018,21,119927214
2018,21,119927267
2018,21,119927708
2018,21,119927729
2018,21,119927730
2018,21,119927773
2018,21,119927942
2018,21,119928216
2018,21,119928275
2018,21,119928308
2018,21,119928323
2018,21,119928496
2018,21,119928524
2018,21,119928616
2018,21,119928671
2018,21,119928836
2018,21,119928927
2018,21,119928933
2018,21,119928980
2018,21,119929330
2018,21,119929415
2018,21,119929610
2018,21,119929648
2018,21,119929716
2018,21,119929919
2018,21,119930028
2018,21,119930103
2018,21,119930161
2018,21,123009279
2018,22,119930236
2018,21,119930366
2018,21,119930590
2018,21,119930619
2018,21,119930617
2018,21,119930746
2018,21,119930785
2018,21,119930858
2018,21,119930864
2018,21,119930923
2018,21,119930982
2018,21,119931029
2018,21,119931289
2018,21,119931861
2018,21,119931943
2018,21,119931979
2018,21,119932173
2018,21,119932180
2018,21,119932237
2018,21,119932284
2018,22,119932314
2018,21,119932386
2018,21,119932447
2018,21,119932564
2018,21,119932597
2018,21,119542772
2018,21,119542951
2018,21,119542981
2018,21,119543039
2018,21,119543103
2018,21,119543108
2018,21,119543111
2018,21,119543436
2018,22,119544007
2018,21,119544077
2018,21,119544171
2018,21,119544234
2018,21,119544231
2018,21,119544690
2018,21,119544922
2018,21,119544985
2018,21,119545071
2018,21,118251473
2018,21,118251603
2018,21,118251606
2018,21,118251610
2018,21,118252122
2018,21,118252355
2018,21,130349784
2018,21,130349792
2018,22,130349794
2018,21,130354036
2018,21,119542694
2018,21,119542756
2018,21,119542781
2018,21,119542799
2018,21,119542883
2018,21,119542916
2018,21,119542966
2018,21,119543006
2018,21,119543005
2018,21,119543040
2018,21,119543409
2018,21,119543426
2018,21,119543461
2018,21,119544066
2018,21,119544085
2018,21,119544303
2018,21,119544368
2018,21,119927015
2018,21,119927220
2018,21,119931753
2018,21,119544401
2018,21,119544446
2018,22,119544483
2018,21,119544611
2018,21,119544675
2018,21,119545073
2018,21,123017274
2018,21,123017277
2018,21,123008792
2018,21,123008808
2018,21,123017365
2018,21,123012791
2018,21,123017625
2018,21,123017629
2018,21,123012825
2018,21,123012829
2018,21,123012847
2018,21,123009102
2018,21,123012868
2018,21,123017661
2018,21,123017667
2018,21,123012881
2018,21,123009117
2018,21,123017679
2018,21,123012913
2018,21,123017690
2018,21,123012925
2018,21,123017697
2018,21,123012929
2018,21,123017701
2018,21,123017703
2018,21,123012942
2018,21,123012945
2018,21,123009145
2018,21,123017705
2018,21,123017721
2018,21,123012963
2018,21,123017731
2018,21,123009185
2018,21,123012983
2018,21,123013005
2018,21,123017766
2018,21,123017769
2018,21,123009210
2018,21,123013031
2018,21,123017780
2018,21,123009219
2018,21,123013052
2018,21,123013094
2018,22,123009272
2018,21,123017813
2018,22,123017814
2018,21,123013101
2018,21,123009280
2018,21,123017821
2018,21,123013106
2018,21,123013107
2018,21,117384968
2018,21,117385006
2018,21,117385020
2018,21,117385046
2018,21,117386088
2018,21,117386123
2018,21,117386233
2018,21,119927103
2018,21,119927098
2018,21,119927209
2018,21,119927389
2018,21,119927442
2018,21,119927542
2018,21,119927555
2018,21,119927614
2018,21,119927634
2018,21,119927698
2018,21,119927759
2018,21,119927889
2018,21,119928327
2018,21,119928885
2018,21,119928931
2018,21,119928986
2018,21,119929008
2018,21,119929055
2018,21,119929105
2018,21,119929147
2018,21,119929157
2018,22,119929173
2018,21,119929339
2018,21,119929372
2018,21,119929426
2018,21,119929471
2018,21,119929511
2018,21,119929537
2018,21,119929565
2018,21,119929611
2018,21,119929917
2018,21,119929997
2018,21,119930057
2018,21,119930074
2018,21,119930226
2018,21,119930306
2018,21,119930356
2018,21,119930415
2018,21,119930781
2018,21,119930899
2018,21,119930928
2018,21,119931015
2018,21,119931033
2018,21,119931082
2018,21,119931129
2018,21,119931177
2018,21,119931173
2018,21,119931218
2018,21,119931298
2018,21,119931956
2018,22,119931982
2018,21,119931996
2018,21,119932048
2018,21,119932181
2018,21,119932379
2018,21,119932501
2018,21,119932594
2018,21,119932595
2018,22,130349809
2018,22,130354040
2018,22,130349815
2018,21,130349813
2018,22,130349818
2018,22,130349819
2018,21,130349827
2018,21,130358059
2018,21,130358060
2018,22,130349846
2018,21,130349975
2018,21,119542762
2018,21,119542776
2018,21,119542793
2018,21,119542930
2018,22,119543009
2018,22,119543010
2018,21,119543101
2018,21,119543129
2018,21,119543271
2018,21,119543303
2018,21,119544067
2018,21,119544080
2018,21,119544086
2018,21,119544179
2018,21,119544196
2018,21,119544315
2018,21,119544397
2018,21,119544460
2018,21,119544479
2018,21,119544557
2018,21,119544920
2018,21,119544991
2018,21,119542697
2018,21,119542933
2018,21,119542950
2018,22,119543027
2018,21,119543026
2018,21,119543034
2018,21,119543119
2018,21,119543199
2018,21,119543198
2018,21,119543331
2018,21,119544030
2018,21,119544056
2018,21,119544187
2018,21,119544198
2018,21,119544195
2018,21,119544221
2018,21,119544232
2018,21,119544351
2018,21,119544369
2018,21,119544367
2018,21,119544407
2018,21,119544473
2018,21,119544904
2018,21,119544994
2018,21,117384956
2018,21,117386028
2018,21,117384688
2018,21,117384727
2018,21,117384943
2018,21,117384963
2018,21,117384987
2018,21,117386221
2018,21,118964022
2018,21,119542729
2018,21,119542731
2018,21,119542783
2018,21,119542837
2018,21,119542851
2018,21,119542925
2018,21,119543135
2018,21,119543161
2018,21,119543270
2018,21,119543394
2018,21,119543432
2018,22,119544011
2018,21,119544059
2018,21,119544132
2018,21,119544206
2018,21,119544249
2018,21,119544435
2018,21,119544543
2018,21,119544637
2018,21,119544898
2018,21,119544980
2018,21,117383594
2018,21,117384139
2018,21,117384215
2018,21,117384218
2018,21,117384397
2018,21,117384654
2018,21,117384686
2018,22,117384707
2018,21,117384748
2018,21,117384747
2018,21,117384984
2018,21,117385002
2018,21,117386709
2018,21,117386706
2018,21,117384646
2018,22,117384698
2018,21,117386073
2018,21,117386660
2018,21,119542704
2018,21,119542695
2018,21,119542750
2018,21,119542857
2018,21,119542856
2018,21,119542948
2018,21,119542975
2018,21,119543054
2018,21,119543120
2018,21,119543189
2018,21,119543232
2018,21,119543282
2018,21,119543320
2018,21,119543383
2018,21,119543446
2018,21,119543473
2018,21,119543995
2018,21,119544010
2018,21,119544021
2018,21,119544200
2018,21,118963822
2018,21,130352615
2018,21,130352619
2018,21,130347587
2018,21,130352621
2018,21,130356800
2018,21,130347655
2018,21,130347658
2018,21,130347736
2018,21,130347765
2018,21,130347834
2018,21,119542763
2018,21,130347938
2018,21,119542864
2018,21,119542958
2018,22,119543002
2018,21,119543013
2018,21,119543038
2018,21,119543072
2018,21,119543122
2018,21,130347937
2018,21,119543225
2018,21,130357144
2018,21,119543322
2018,21,119543371
2018,21,119544027
2018,21,119544165
2018,21,119544164
2018,21,119544204
2018,21,130347966
2018,21,119544290
2018,21,119544318
2018,21,119544400
2018,21,119544471
2018,21,119544513
2018,21,119544559
2018,21,119544582
2018,21,119544605
2018,21,119544915
2018,21,119544968
2018,21,130352879
2018,21,130356947
2018,21,130352881
2018,21,130347973
2018,21,130352890
2018,21,130356956
2018,21,130352897
2018,21,130357001
2018,21,130357019
2018,21,130348086
2018,22,130348091
2018,21,130348176
2018,21,130348233
2018,21,130348236
2018,21,130357088
2018,21,130357143
2018,21,130357155
2018,21,130357164
2018,21,130357165
2018,21,130357170
2018,21,130357178
2018,21,130353144
2018,21,130357184
2018,21,130357197
2018,21,130348449
2018,21,130348453
2018,21,130357200
2018,21,130357205
2018,21,119542672
2018,22,119542688
2018,21,119542778
2018,21,119542954
2018,21,119543024
2018,21,119543106
2018,21,119543131
2018,21,119543133
2018,21,119543132
2018,21,119543160
2018,21,119543233
2018,21,119543230
2018,21,119543373
2018,21,119543377
2018,21,119543457
2018,21,119543453
2018,22,119544032
2018,21,119544311
2018,22,119544416
2018,21,119544478
2018,21,119544515
2018,22,119544622
2018,21,119544668
2018,21,119545069
2018,21,119927033
2018,21,119927089
2018,21,119927177
2018,21,119932062
2018,21,119932368
2018,21,119932370
2018,21,119932411
2018,22,119932506
2018,21,119932619
2018,21,119932614
2018,21,117383586
2018,21,117384434
2018,21,117384439
2018,21,117384664
2018,22,117384736
2018,21,117386096
2018,21,117386110
2018,21,117386118
2018,21,117386126
2018,21,117386211
2018,21,117386209
2018,21,117383648
2018,21,117383722
2018,21,117383742
2018,22,117384658
2018,22,117384665
2018,21,117384737
2018,21,117384965
2018,21,117386048
2018,21,117386044
2018,21,117386086
2018,21,117386178
2018,21,117386222
2018,21,119927040
2018,21,119927038
2018,21,119927118
2018,21,119927166
2018,21,119927251
2018,21,119927271
2018,21,119927296
2018,21,119927318
2018,21,119927350
2018,21,119927348
2018,21,119927561
2018,21,119927658
2018,21,119928031
2018,21,119928030
2018,21,119928195
2018,21,119928266
2018,22,119928479
2018,21,119928573
2018,21,119928618
2018,21,119928639
2018,21,119928670
2018,21,119928700
2018,21,119928898
2018,21,119928996
2018,21,119929013
2018,21,119929156
2018,21,119929392
2018,21,119929387
2018,21,119929414
2018,21,119929438
2018,21,119929472
2018,21,119929552
2018,21,119929567
2018,21,119929589
2018,21,119929837
2018,21,119929874
2018,21,119929890
2018,21,119929944
2018,22,119930148
2018,21,119930482
2018,21,119930568
2018,21,119930717
2018,21,119930782
2018,21,119930780
2018,21,119930810
2018,21,119930900
2018,21,119931081
2018,21,119931100
2018,21,119931118
2018,21,119931217
2018,21,119931569
2018,21,119931670
2018,21,119931893
2018,21,119931966
2018,21,119932059
2018,21,119932259
2018,21,119932365
2018,21,119932385
2018,21,119932579
2018,21,119932621
2018,21,118963807
2018,21,118963794
2018,21,118963923
2018,21,118964008
2018,21,118964053
2018,21,118964109
2018,21,118964668
2018,21,118964665
2018,21,118964958
2018,21,118965823
2018,21,118965938
2018,21,118965962
2018,21,118966309
2018,21,118966418
2018,21,117384225
2018,21,117384313
2018,21,117384649
2018,21,117384938
2018,21,117386083
2018,21,117386111
2018,21,117386220
2018,21,117386345
2018,21,117386611
2018,21,117386666
2018,21,117384979
2018,21,117386066
2018,21,117386087
2018,21,117386190
2018,21,118963971
2018,21,118964593
2018,21,118964619
2018,21,118964672
2018,21,118964995
2018,21,118964989
2018,21,118965057
2018,21,118965353
2018,21,118965355
2018,21,118965380
2018,21,118965826
2018,21,118965908
2018,21,118966033
2018,21,118966160
2018,21,118966306
2018,21,118966358
2018,21,118966419
2018,21,118251752
2018,21,118251821
2018,22,118251899
2018,22,118251999
2018,21,118252177
2018,21,118252334
2018,21,118252391
2018,21,118252735
2018,21,118252737
2018,21,118254403
2018,21,118255754
2018,21,118255794
2018,21,118257577
2018,21,118251454
2018,21,118251587
2018,21,118251903
2018,21,118251929
2018,21,118252087
2018,21,118252252
2018,21,118252294
2018,21,118252348
2018,21,118254466
2018,21,118255751
2018,21,118255789
2018,21,119542643
2018,21,119542712
2018,21,119542765
2018,21,119542833
2018,22,119542869
2018,21,119543003
2018,22,119543021
2018,21,119543191
2018,21,119543226
2018,21,119543439
2018,21,119543440
2018,21,119544054
2018,21,119544068
2018,21,119544088
2018,21,119544144
2018,21,119544143
2018,21,119544141
2018,21,119544215
2018,21,119927090
2018,21,119927217
2018,21,119927235
2018,21,119927237
2018,21,119927329
2018,21,117384093
2018,21,117384133
2018,21,117384126
2018,21,117384305
2018,21,117384301
2018,22,117384745
2018,21,117384953
2018,21,117386336
2018,21,117386353
2018,21,117386623
2018,21,119544357
2018,21,119544404
2018,21,119544486
2018,21,119544528
2018,21,119544561
2018,21,119544657
2018,21,119544724
2018,21,119544914
2018,21,119544955
2018,21,119545014
2018,21,119545044
2018,21,119927234
2018,21,119927252
2018,21,119927327
2018,21,119927443
2018,21,119927445
2018,21,119927629
2018,21,119927627
2018,21,119927702
2018,21,119927738
2018,21,119927846
2018,21,119927869
2018,21,119928027
2018,21,119928065
2018,21,119928345
2018,21,119928449
2018,21,119928487
2018,21,119928506
2018,21,119928531
2018,21,119928548
2018,21,119928567
2018,21,119928612
2018,21,119928622
2018,21,119928632
2018,21,119928915
2018,21,119928917
2018,21,119928993
2018,21,119929019
2018,21,119929057
2018,21,119929185
2018,21,119929615
2018,21,119929647
2018,21,119929766
2018,21,119929768
2018,21,119929827
2018,21,119929847
2018,21,119929849
2018,21,119929878
2018,22,119930177
2018,21,119930371
2018,21,119930496
2018,21,119930543
2018,21,119930606
2018,21,119930670
2018,21,119930738
2018,21,119930870
2018,21,119930872
2018,21,119930908
2018,21,119930952
2018,21,119931002
2018,21,119931092
2018,21,119931103
2018,21,119931131
2018,21,119931769
2018,21,119931775
2018,21,119931919
2018,21,119931960
2018,22,119931990
2018,21,119932107
2018,22,119932139
2018,21,119932241
2018,21,119932275
2018,21,119932322
2018,21,119932351
2018,21,119932405
2018,21,119932449
2018,21,119932558
2018,22,119932571
2018,21,119932606
2018,21,119932627
2018,21,119927113
2018,21,119927198
2018,21,119927213
2018,21,119927228
2018,21,119927293
2018,21,119927306
2018,21,119927349
2018,21,119927427
2018,21,119927557
2018,21,119927845
2018,21,119927884
2018,21,119927986
2018,21,119927996
2018,21,119928051
2018,21,119928048
2018,21,119928078
2018,21,119928123
2018,21,119928214
2018,21,119928398
2018,21,119928571
2018,21,119928592
2018,21,119928806
2018,21,119929274
2018,21,119929424
2018,21,119929461
2018,21,119929458
2018,21,119929515
2018,21,119929585
2018,21,119929733
2018,21,119929738
2018,21,119929759
2018,21,119930020
2018,21,119930081
2018,22,119930150
2018,21,119930474
2018,21,119930548
2018,21,119930563
2018,21,119930705
2018,21,119930745
2018,21,119930811
2018,21,119930865
2018,21,119930983
2018,21,119931020
2018,21,119931067
2018,21,119931116
2018,21,119931203
2018,21,119931278
2018,21,119931539
2018,21,119932046
2018,21,119932100
2018,21,119932171
2018,21,119932200
2018,21,119932204
2018,21,119932258
2018,21,119932319
2018,21,119932355
2018,21,119932352
2018,21,119927009
2018,21,119927095
2018,21,119927294
2018,21,119927699
2018,21,119927783
2018,21,119927839
2018,21,119927835
2018,21,119927831
2018,21,119928012
2018,21,119928039
2018,21,119928199
2018,21,119928284
2018,21,119928279
2018,21,119928329
2018,21,119928346
2018,21,119928397
2018,21,119928395
2018,21,119928481
2018,21,119928488
2018,21,119928486
2018,21,119928490
2018,21,119928552
2018,21,119928640
2018,21,119928659
2018,21,119928813
2018,21,119928845
2018,21,119928895
2018,21,119928932
2018,21,119928937
2018,21,119928938
2018,21,119928977
2018,21,119928998
2018,21,119929040
2018,21,119929149
2018,21,119929401
2018,21,119929403
2018,21,119929509
2018,21,119929508
2018,21,119929623
2018,21,119929622
2018,21,119929685
2018,21,119929839
2018,21,119929931
2018,21,119929990
2018,21,119930066
2018,21,119930085
2018,22,119930143
2018,21,119930410
2018,21,119930465
2018,21,119930539
2018,21,119930557
2018,21,119930651
2018,21,119930851
2018,21,119930911
2018,21,119930941
2018,21,119931001
2018,21,119931019
2018,21,119931625
2018,21,119932063
2018,21,119932226
2018,21,137887229
2018,21,137887228
2018,21,137883894
2018,21,123017292
2018,21,123008778
2018,21,123012786
2018,22,123009058
2018,21,123009073
2018,21,123017640
2018,21,123012843
2018,21,123009101
2018,21,123009099
2018,21,123009114
2018,21,123012924
2018,21,123009144
2018,21,123009152
2018,21,123012958
2018,21,123017729
2018,21,123017730
2018,21,123017732
2018,21,123017760
2018,21,123013025
2018,21,123017774
2018,21,123013058
2018,22,123009270
2018,21,123017816
2018,21,123017820
2018,21,137884337
2018,21,123012817
2018,21,123012827
2018,21,123009096
2018,21,123017657
2018,21,123012866
2018,21,123012887
2018,21,123012888
2018,21,123012885
2018,21,123017670
2018,21,123012900
2018,21,123012954
2018,21,123017723
2018,21,123012779
2018,21,123012799
2018,21,123012856
2018,21,123012884
2018,21,123017673
2018,21,123017681
2018,21,123012916
2018,21,123012926
2018,21,123017704
2018,21,123009208
2018,21,123017771
2018,21,123017558
2018,21,123009007
2018,21,123009006
2018,21,123009020
2018,21,123009028
2018,21,123009029
2018,21,123009030
2018,21,123012782
2018,21,123017619
2018,21,123012816
2018,21,123009104
2018,21,123017663
2018,21,123009115
2018,21,123012907
2018,21,123017688
2018,21,123012940
2018,21,123012957
2018,21,123012961
2018,21,123009183
2018,22,123017761
2018,21,123017763
2018,21,123017768
2018,21,123013099
2018,21,123012756
2018,21,123017503
2018,21,123008959
2018,21,123008972
2018,21,123017518
2018,21,123017537
2018,21,123012770
2018,21,123009014
2018,21,123009025
2018,21,123017595
2018,21,123012775
2018,21,123017609
2018,21,123012783
2018,21,123017615
2018,21,123017613
2018,21,123017621
2018,21,123017622
2018,21,123012828
2018,21,123012838
2018,21,123009100
2018,21,123017659
2018,21,123012871
2018,21,123009123
2018,21,123009129
2018,21,123017692
2018,21,123012927
2018,21,123012937
2018,21,123012941
2018,21,123012955
2018,21,123017713
2018,21,123017725
2018,21,123017728
2018,22,123017736
2018,21,123013007
2018,21,123009201
2018,21,123009213
2018,21,123009277
2018,21,123009282
2018,21,123013103
2018,21,123017287
2018,21,123017295
2018,21,123017297
2018,22,123017309
2018,21,123008796
2018,21,123009049
2018,21,123012795
2018,21,123009087
