"DATA_YEAR","VICTIM_ID","INJURY_ID"
2018,106211203,4
2018,106211862,5
2018,106212234,5
2018,106212235,5
2018,106213238,5
2018,106213858,5
2018,103702267,5
2018,103702291,4
2018,103699457,4
2018,103701314,4
2018,125173675,4
2018,125173696,5
2018,125173695,4
2018,116705537,4
2018,116708201,5
2018,116705604,5
2018,116710377,4
2018,116712408,4
2018,116712417,5
2018,116710453,5
2018,116712436,4
2018,116710485,4
2018,116700594,4
2018,116712048,4
2018,116712267,4
2018,116710391,4
2018,111057018,5
2018,111057062,4
2018,111054213,4
2018,116709737,5
2018,116709916,4
2018,116712084,5
2018,116712082,5
2018,116709946,5
2018,116709953,4
2018,116709964,4
2018,116712269,4
2018,116712325,4
2018,116708157,4
2018,116709729,5
2018,116709748,4
2018,116709942,4
2018,116705037,4
2018,116705088,4
2018,116707517,5
2018,116707516,5
2018,116707530,4
2018,116709816,4
2018,116709979,4
2018,116712104,4
2018,116712430,5
2018,111053584,5
2018,111053583,4
2018,111053643,4
2018,111060935,1
2018,111056513,4
2018,111061167,6
2018,111061166,4
2018,111056713,4
2018,111053974,4
2018,111061329,4
2018,111056944,5
2018,111056962,5
2018,111054128,5
2018,111054194,4
2018,116606694,4
2018,116611687,5
2018,116612069,5
2018,116612169,5
2018,116611925,6
2018,116616866,5
2018,116707811,4
2018,116700766,4
2018,116707897,4
2018,116707896,4
2018,116708078,5
2018,116708128,5
2018,116708152,4
2018,116708210,5
2018,116708275,4
2018,116708277,4
2018,113666126,4
2018,113653216,5
2018,113653218,5
2018,113659093,4
2018,116709792,4
2018,116709793,4
2018,116716680,5
2018,116712108,5
2018,116716957,4
2018,116710317,4
2018,116712271,8
2018,116710320,4
2018,116710376,5
2018,116705019,4
2018,116707432,5
2018,116707660,4
2018,116707694,4
2018,116700758,4
2018,116707792,4
2018,116705403,4
2018,116707931,5
2018,116707934,5
2018,116707948,4
2018,116707972,5
2018,116708116,4
2018,116708126,4
2018,116708133,5
2018,116708134,4
2018,116708261,5
2018,116709542,5
2018,116709541,5
2018,116709571,5
2018,116712264,5
2018,116716994,5
2018,116717061,4
2018,116710466,4
2018,116712434,4
2018,116710498,4
2018,116709546,5
2018,116709968,5
2018,116710295,4
2018,116710324,5
2018,116712283,4
2018,116710338,4
2018,116717013,2
2018,116717078,4
2018,116717099,5
2018,116708271,5
2018,116708272,5
2018,116711890,4
2018,116717001,5
2018,116707793,4
2018,116705391,4
2018,116707925,3
2018,116708090,4
2018,116708091,4
2018,116708121,3
2018,116708127,4
2018,116700941,4
2018,116708199,5
2018,116709534,5
2018,116709537,5
2018,116711891,4
2018,116716628,3
2018,116709789,4
2018,116709840,5
2018,116709892,4
2018,116712086,4
2018,116709965,5
2018,116712163,5
2018,116717023,5
2018,116707358,5
2018,116707513,5
2018,116700644,5
2018,116705307,5
2018,116705306,4
2018,116708071,5
2018,116708164,4
2018,116701034,4
2018,116709758,5
2018,116709773,6
2018,116709774,4
2018,116712081,4
2018,116709989,5
2018,116708115,4
2018,116708114,5
2018,116700937,4
2018,116708208,4
2018,116708262,5
2018,116710416,5
2018,116710440,5
2018,116710486,5
2018,116700582,4
2018,116700584,5
2018,116708092,4
2018,116708122,3
2018,116711906,4
2018,116709735,5
2018,116709736,4
2018,116711992,4
2018,116709799,5
2018,116709802,5
2018,116709801,4
2018,116709938,4
2018,116712293,4
2018,116710445,5
2018,116710478,5
2018,116708140,5
2018,116708203,5
2018,116709726,4
2018,116709725,1
2018,116709724,4
2018,116709977,4
2018,116709975,4
2018,116710293,4
2018,116712304,5
2018,116712303,5
2018,116712393,4
2018,116712399,5
2018,116710430,3
2018,116716684,5
2018,116712053,4
2018,116712317,4
2018,116712323,5
2018,116712427,5
2018,116710477,5
2018,113653199,5
2018,113666127,5
2018,113659112,5
2018,113653256,5
2018,113653257,5
2018,113653270,5
2018,113659151,5
2018,111056234,5
2018,111053567,4
2018,111060875,5
2018,111060884,5
2018,111056268,5
2018,111060897,4
2018,111056279,4
2018,111056330,5
2018,111053730,6
2018,111053754,5
2018,111056668,5
2018,111061153,4
2018,111056711,4
2018,111056721,3
2018,111056756,5
2018,111056811,4
2018,111056895,5
2018,111054117,5
2018,111054217,4
2018,111057107,5
2018,116611639,1
2018,116616505,4
2018,116607015,5
2018,116607381,5
2018,116607383,5
2018,116705430,5
2018,116705513,4
2018,116705515,4
2018,116700964,4
2018,116712214,5
2018,116716917,5
2018,116716916,5
2018,116707643,5
2018,116705366,4
2018,116705368,4
2018,116707822,2
2018,116701016,5
2018,116705602,4
2018,116716615,5
2018,116709733,5
2018,116716694,5
2018,116710385,5
2018,116710479,5
2018,116717085,5
2018,116710476,5
2018,116710475,5
2018,116710491,5
2018,116611854,5
2018,116616746,4
2018,116616745,4
2018,116612152,4
2018,116700542,5
2018,116716515,4
2018,116716516,4
2018,116716951,4
2018,116717025,4
2018,116717049,5
2018,116717047,5
2018,116710439,5
2018,116710442,5
2018,116710469,4
2018,116717087,4
2018,116712444,4
2018,116707360,4
2018,116705091,4
2018,116707667,4
2018,116705439,5
2018,116705511,4
2018,116705512,5
2018,116705559,5
2018,116701019,4
2018,116705605,4
2018,116716689,4
2018,116709905,4
2018,116712096,3
2018,116716758,4
2018,116712388,5
2018,116712389,5
2018,116712390,5
2018,116717095,4
2018,116700599,5
2018,116705119,5
2018,116705354,4
2018,116707936,5
2018,116708104,4
2018,116705533,4
2018,116705534,4
2018,116705558,5
2018,116708183,4
2018,116701020,4
2018,116611974,5
2018,116611986,5
2018,116716685,5
2018,128662053,4
2018,128531327,5
2018,116606749,5
2018,116606790,4
2018,116616734,5
2018,116607054,5
2018,116616782,5
2018,116607078,5
2018,116612061,4
2018,116607079,5
2018,116607181,5
2018,116616893,4
2018,116612178,4
2018,116616901,5
2018,116612230,4
2018,116616955,4
2018,116612262,4
2018,116607422,5
2018,116617064,4
2018,116607437,4
2018,116607473,5
2018,111053908,5
2018,111061180,5
2018,111057072,5
2018,116616512,5
2018,116616513,5
2018,116611957,5
2018,116616941,5
2018,116607382,4
2018,116612419,5
2018,111061416,4
2018,111057131,4
2018,111057135,4
2018,112578126,5
2018,112578186,5
2018,112578221,5
2018,112578234,4
2018,112584489,4
2018,112583426,4
2018,112582707,4
2018,112582709,5
2018,112582736,4
2018,112574068,5
2018,112574093,5
2018,112574092,4
2018,112574096,4
2018,112574104,4
2018,112578818,5
2018,112574115,4
2018,112578832,4
2018,112574120,4
2018,112578839,4
2018,112578850,4
2018,112582793,4
2018,112574150,4
2018,112582811,4
2018,112574216,4
2018,112578965,4
2018,112580417,4
2018,112578982,4
2018,112582890,5
2018,112578990,4
2018,112574250,4
2018,112582893,5
2018,112582894,5
2018,112574252,5
2018,112582896,4
2018,112582898,4
2018,112582950,4
2018,112574308,5
2018,112582974,4
2018,112582990,1
2018,112579087,2
2018,112579087,1
2018,112579088,5
2018,112574340,5
2018,112583052,5
2018,112579166,4
2018,112574423,6
2018,112579173,4
2018,112574433,5
2018,112574448,5
2018,112583109,5
2018,112583112,4
2018,112574500,4
2018,112579253,4
2018,112579268,4
2018,112574553,4
2018,112583189,4
2018,112574559,4
2018,112579315,4
2018,112574570,4
2018,112574564,4
2018,112579322,5
2018,112574565,4
2018,112579324,4
2018,112579338,5
2018,112574580,4
2018,112574579,4
2018,112579341,4
2018,112574605,4
2018,112574607,5
2018,112579365,5
2018,112574643,4
2018,112579408,4
2018,112574683,5
2018,112579442,1
2018,112583315,4
2018,112583314,4
2018,112583320,4
2018,112583324,4
2018,112574739,5
2018,112583364,4
2018,112579485,4
2018,112579501,5
2018,112579509,5
2018,112579511,4
2018,112583398,4
2018,112579513,5
2018,112579536,5
2018,112583427,4
2018,112579541,5
2018,112574807,5
2018,112583432,5
2018,112574814,5
2018,112574812,5
2018,112579547,5
2018,112574811,5
2018,112574815,5
2018,112583437,5
2018,112574810,5
2018,112579562,5
2018,112579571,5
2018,112579569,4
2018,112583452,4
2018,112574826,4
2018,112579591,4
2018,112583501,4
2018,112574883,4
2018,112574887,5
2018,112579630,5
2018,112574895,5
2018,112579643,5
2018,112583535,4
2018,112579654,5
2018,112583541,5
2018,112574930,4
2018,112579672,4
2018,112574946,4
2018,112574957,5
2018,112579709,4
2018,112574986,4
2018,112579729,5
2018,112575000,4
2018,112583605,4
2018,112579748,5
2018,112583623,5
2018,112583634,4
2018,112575037,4
2018,112575038,4
2018,112583653,4
2018,112575055,5
2018,112579811,5
2018,112579808,4
2018,112579810,4
2018,112575076,5
2018,112575081,5
2018,112579821,5
2018,112583714,3
2018,112583714,1
2018,112583714,4
2018,112579853,5
2018,112579855,5
2018,112579861,5
2018,112575154,5
2018,112579866,5
2018,112575171,4
2018,112583759,5
2018,112583773,5
2018,112579935,5
2018,112579932,5
2018,112583794,4
2018,112583820,5
2018,112575262,4
2018,112575275,4
2018,112575277,4
2018,112583871,4
2018,112575293,4
2018,112575298,1
2018,112575304,2
2018,112580027,5
2018,112580028,5
2018,112580046,3
2018,112575322,5
2018,112580050,4
2018,112580055,5
2018,112580056,4
2018,112580052,4
2018,112580066,5
2018,112580067,4
2018,112580083,5
2018,112583910,4
2018,112575349,5
2018,112580090,4
2018,112583921,4
2018,112575404,4
2018,112575420,5
2018,112575428,4
2018,112575464,5
2018,112584104,4
2018,112580251,4
2018,112584109,4
2018,112575612,4
2018,112584157,4
2018,112584158,4
2018,112580317,5
2018,112584182,5
2018,112575631,4
2018,112575763,5
2018,112575801,5
2018,112584376,4
2018,112580507,5
2018,112575868,4
2018,112580510,5
2018,112575875,5
2018,112580532,4
2018,112580549,4
2018,112584474,4
2018,112575928,5
2018,112575929,5
2018,112580571,5
2018,112575952,4
2018,112580594,5
2018,112584533,5
2018,112580611,4
2018,112584541,5
2018,112580615,5
2018,112575982,5
2018,112584575,5
2018,112584574,4
2018,112576022,4
2018,112576027,5
2018,112584614,5
2018,112576036,4
2018,112580673,4
2018,112576041,5
2018,112584633,5
2018,112584642,4
2018,112580702,5
2018,112576064,5
2018,112584650,4
2018,112576081,4
2018,112580742,4
2018,112584687,5
2018,112580759,4
2018,110230535,6
2018,110224427,5
2018,110226073,4
2018,110230685,4
2018,110230686,4
2018,110226120,4
2018,110230935,5
2018,110231057,5
2018,110226359,5
2018,110226633,4
2018,110224649,5
2018,110224969,6
2018,110224970,4
2018,110224973,4
2018,110231336,4
2018,110225048,5
2018,110225050,5
2018,110225120,4
2018,110231802,5
2018,111061057,4
2018,111053903,5
2018,111061124,5
2018,110230740,5
2018,110226272,4
2018,110226447,4
2018,110224981,5
2018,110225027,1
2018,110225049,5
2018,110231497,4
2018,110231634,4
2018,110231677,5
2018,112573450,5
2018,112573517,4
2018,112582126,4
2018,112582150,4
2018,112582145,4
2018,112582197,5
2018,112574237,5
2018,112578984,4
2018,112574256,4
2018,112574377,4
2018,112583161,3
2018,112583207,5
2018,112583234,5
2018,112584635,1
2018,112574772,4
2018,112584740,4
2018,112583532,4
2018,112580013,5
2018,112575324,5
2018,112583897,5
2018,112580243,4
2018,112573611,4
2018,112582248,5
2018,112578295,5
2018,112578845,4
2018,112574174,5
2018,112582881,5
2018,112582905,5
2018,112575720,5
2018,112575802,5
2018,112580511,5
2018,112575920,4
2018,112580560,4
2018,112580646,4
2018,112584610,5
2018,112584733,4
2018,112580795,4
2018,111053596,4
2018,112583202,5
2018,112574606,6
2018,112574882,4
2018,112574893,4
2018,112574921,5
2018,112583533,5
2018,112574919,5
2018,112579779,4
2018,112575042,5
2018,112579829,4
2018,112579989,4
2018,112575318,5
2018,112583894,5
2018,112580108,4
2018,112582322,5
2018,112582460,4
2018,112578698,4
2018,112583033,5
2018,112583063,5
2018,112579183,4
2018,112579330,4
2018,112583201,4
2018,112574712,4
2018,112574768,5
2018,112579508,5
2018,112579553,4
2018,112574898,5
2018,112574899,5
2018,112583539,4
2018,112574943,5
2018,112575088,4
2018,112583752,4
2018,112579922,4
2018,112575205,4
2018,112583855,5
2018,112584154,4
2018,112580478,5
2018,112575824,5
2018,112575969,4
2018,112580781,4
2018,112582233,5
2018,112578136,4
2018,112582235,5
2018,112578233,5
2018,112582383,7
2018,112582496,4
2018,112578722,5
2018,112575235,4
2018,112578841,4
2018,112582814,4
2018,112574215,5
2018,112579110,5
2018,112574428,5
2018,112579243,4
2018,112579269,4
2018,112583203,5
2018,112579376,4
2018,112584459,4
2018,112583507,4
2018,112583506,5
2018,112574914,4
2018,112579640,4
2018,112574924,5
2018,112575041,4
2018,112583729,4
2018,112584159,5
2018,112584230,4
2018,112575676,4
2018,112575747,4
2018,112580567,5
2018,112576028,5
2018,112584599,5
2018,112576086,4
2018,112580740,4
2018,116606739,4
2018,116611784,5
2018,116611801,5
2018,116606868,4
2018,116616622,5
2018,116611839,5
2018,116611850,4
2018,116611922,4
2018,116616702,5
2018,116611932,4
2018,116607037,5
2018,116616771,4
2018,116607164,4
2018,116612155,5
2018,116607206,4
2018,116612193,4
2018,116607267,4
2018,116607275,5
2018,116607279,5
2018,116607286,5
2018,116616948,5
2018,116607290,5
2018,116612252,4
2018,116612321,4
2018,116617054,4
2018,116607416,4
2018,116612369,4
2018,116607424,5
2018,116612403,5
2018,116607453,5
2018,116607477,4
2018,112578114,5
2018,112578111,5
2018,112573587,5
2018,112582335,5
2018,112573793,4
2018,112582509,5
2018,112578520,3
2018,112578665,5
2018,112578684,4
2018,112582770,4
2018,112574136,4
2018,112578943,4
2018,112574392,5
2018,112573435,5
2018,112582073,5
2018,112577990,5
2018,112578718,4
2018,112579018,5
2018,112574368,3
2018,112579250,6
2018,112583572,4
2018,112574962,4
2018,112574963,4
2018,112579781,4
2018,112584112,4
2018,112575616,5
2018,112580309,5
2018,112580308,4
2018,112584171,5
2018,112580400,4
2018,112584495,4
2018,112584577,4
2018,112576013,4
2018,116611565,5
2018,116611656,5
2018,110230542,5
2018,110230955,5
2018,110230970,5
2018,110226308,5
2018,110224774,5
2018,110226307,5
2018,110226345,5
2018,110224837,4
2018,110224874,4
2018,110226380,4
2018,110226405,4
2018,110231354,5
2018,111061214,4
2018,111061415,4
2018,110226092,5
2018,110224522,5
2018,110224521,4
2018,110224523,5
2018,110226258,5
2018,110224713,5
2018,110230896,5
2018,110231011,5
2018,110226331,5
2018,110231010,5
2018,110226372,5
2018,110226595,4
2018,116611959,5
2018,116611999,5
2018,116612319,4
2018,110224548,4
2018,110230733,5
2018,110226236,5
2018,110226295,4
2018,110224773,4
2018,110230984,4
2018,110231121,5
2018,110231397,5
2018,110231467,5
2018,110226070,5
2018,110226113,5
2018,110226129,5
2018,110230727,4
2018,110225020,4
2018,112583091,4
2018,112574544,4
2018,112579346,4
2018,112583747,4
2018,112575415,5
2018,116611722,5
2018,116616545,5
2018,116606776,5
2018,116616676,5
2018,116612017,5
2018,116607049,5
2018,116612129,5
2018,125288282,4
2018,125288281,4
2018,125288283,4
2018,112574464,4
2018,112583208,3
2018,112574602,4
2018,112574761,4
2018,112579532,5
2018,113653247,4
2018,112583484,4
2018,112579616,4
2018,112574941,5
2018,112574944,5
2018,112574954,4
2018,112579718,4
2018,112575052,5
2018,112583680,5
2018,112575231,5
2018,111056217,4
2018,111061015,4
2018,111053753,4
2018,111056453,4
2018,111061291,4
2018,113653205,5
2018,113653209,5
2018,113653249,4
2018,113653261,5
2018,111060951,1
2018,112573510,5
2018,112573509,5
2018,112578078,5
2018,112578098,5
2018,112573591,4
2018,112573656,4
2018,112578213,4
2018,112578217,4
2018,112583495,5
2018,112583875,5
2018,112573878,4
2018,112583028,5
2018,112579175,5
2018,112574548,5
2018,112579369,5
2018,112574786,5
2018,112574785,5
2018,112583971,5
2018,112584282,5
2018,112584488,6
2018,112580727,5
2018,112576102,4
2018,112573582,4
2018,112573581,4
2018,112582305,4
2018,112578203,4
2018,112582347,4
2018,112582354,4
2018,112582396,4
2018,112573795,4
2018,112582525,5
2018,112573904,4
2018,112575933,4
2018,112578806,4
2018,112578898,4
2018,112579077,5
2018,112574373,5
2018,112583032,8
2018,112579113,4
2018,112575961,5
2018,112580598,4
2018,112580597,5
2018,112580607,4
2018,112575975,4
2018,112576014,4
2018,112580658,5
2018,112580662,5
2018,112576061,5
2018,112583152,5
2018,112574677,5
2018,112579576,5
2018,112579713,4
2018,112583650,4
2018,112575135,5
2018,112579852,5
2018,112583736,4
2018,112575226,5
2018,112583805,4
2018,112579951,4
2018,112579950,4
2018,112579980,4
2018,112575301,5
2018,112575317,4
2018,112575347,4
2018,112580138,4
2018,112575408,4
2018,112575440,4
2018,112583104,5
2018,112579201,5
2018,112574457,5
2018,112583132,5
2018,112579305,5
2018,112579186,5
2018,112574662,7
2018,112579629,4
2018,112583570,5
2018,112583585,4
2018,112579738,5
2018,112575083,5
2018,112583743,4
2018,112579878,4
2018,112580002,5
2018,112575280,5
2018,112575279,4
2018,112583965,5
2018,112575430,4
2018,112580162,4
2018,105257276,4
2018,105257363,5
2018,105257526,5
2018,105257524,5
2018,105257634,2
2018,105257631,4
2018,105257666,4
2018,105257736,4
2018,105257739,5
2018,105257750,5
2018,105257740,5
2018,105257850,5
2018,105258200,4
2018,106212704,4
2018,106213355,4
2018,106213808,5
2018,106214152,4
2018,106214327,5
2018,106215206,5
2018,106215207,5
2018,106215796,5
2018,106215868,5
2018,106215946,4
2018,103697620,4
2018,103696894,4
2018,103696961,4
2018,103697341,4
2018,103697872,5
2018,103698179,4
2018,103699616,4
2018,103697306,5
2018,103697942,5
2018,103698237,4
2018,103698262,4
2018,103699341,5
2018,103697530,4
2018,103697532,4
2018,103699967,4
2018,127983621,4
2018,126714642,4
2018,126714643,1
2018,125173670,4
2018,128360985,4
2018,128017595,6
2018,128363459,5
2018,116611581,4
2018,116616442,5
2018,116606677,4
2018,116606791,5
2018,116606816,5
2018,116611790,4
2018,116616725,4
2018,116607009,4
2018,116611973,5
2018,116612054,5
2018,116607085,4
2018,116612065,4
2018,116616844,4
2018,116607175,4
2018,116607237,4
2018,116612217,5
2018,116607244,5
2018,116607278,4
2018,116612233,5
2018,116612243,4
2018,116612271,4
2018,116617065,4
2018,116617074,4
2018,116612411,1
2018,124387848,4
2018,124390401,4
2018,124398025,5
2018,124390761,4
2018,124394943,4
2018,124395234,5
2018,124387776,4
2018,124397916,5
2018,124393937,4
2018,124395048,4
2018,124395089,5
2018,124399089,5
2018,124395941,4
2018,124390478,4
2018,125169317,5
2018,124390491,5
2018,124398003,4
2018,124394323,4
2018,124394992,5
2018,124394993,5
2018,124390238,5
2018,124390322,4
2018,124398782,5
2018,124391682,3
2018,124398881,5
2018,124392673,4
2018,124390220,5
2018,124393613,5
2018,124387765,5
2018,124393618,5
2018,124393616,5
2018,124390260,4
2018,124390477,4
2018,124398494,4
2018,124395249,3
2018,124393659,5
2018,124393658,5
2018,124390283,5
2018,124394014,5
2018,124390544,5
2018,124394296,5
2018,124398491,4
2018,124391289,4
2018,124398492,4
2018,124394882,1
2018,124394985,5
2018,124398689,6
2018,124398988,4
2018,124395781,5
2018,124399352,5
2018,124392629,4
2018,124396335,4
2018,124403450,3
2018,124393699,4
2018,124393703,4
2018,124393728,1
2018,124397936,4
2018,124398146,4
2018,124390882,5
2018,124394433,4
2018,124391507,4
2018,124398715,5
2018,124395301,4
2018,124392095,4
2018,124392199,5
2018,124393910,6
2018,124398809,1
2018,124394264,4
2018,124391636,5
2018,124393795,4
2018,124393899,5
2018,124394068,5
2018,124395325,4
2018,124392467,4
2018,124390799,2
2018,124395306,5
2018,124395804,4
2018,124395875,5
2018,124395876,5
2018,124395877,5
2018,124395282,4
2018,124390180,5
2018,124387788,4
2018,124390303,4
2018,124390410,4
2018,124398503,5
2018,124391321,5
2018,124395104,3
2018,124391552,5
2018,124395574,3
2018,124395581,4
2018,124392413,4
2018,124399928,4
2018,124393661,4
2018,124392231,4
2018,124390713,4
2018,124398139,5
2018,124394443,5
2018,124391288,4
2018,124394851,4
2018,124393635,5
2018,124393806,4
2018,124394135,4
2018,124390645,4
2018,124395053,5
2018,124395262,5
2018,124395467,5
2018,124391872,5
2018,124395700,4
2018,124392110,4
2018,124399067,4
2018,124390299,4
2018,124387801,5
2018,124390496,4
2018,124394131,3
2018,124394212,4
2018,124390718,4
2018,124398673,4
2018,124398736,5
2018,124395916,5
2018,124392312,5
2018,124392311,3
2018,124392480,4
2018,124393593,4
2018,124390274,5
2018,124393861,4
2018,124397992,5
2018,105257993,4
2018,105257984,4
2018,106210395,4
2018,106210758,5
2018,106211712,4
2018,106211861,5
2018,106211918,5
2018,106212740,4
2018,106212770,5
2018,106212866,4
2018,106212942,4
2018,106213034,4
2018,106213517,4
2018,106213750,5
2018,106213876,5
2018,106214002,4
2018,106214008,4
2018,106214143,4
2018,106214346,5
2018,106214393,5
2018,106214394,5
2018,106215023,4
2018,106215220,4
2018,106215339,4
2018,106215460,4
2018,106215558,7
2018,106215648,4
2018,106215763,5
2018,106215810,4
2018,106215974,5
2018,105832304,5
2018,105834065,5
2018,104552823,1
2018,104553288,5
2018,104556793,5
2018,105831786,5
2018,105831793,4
2018,104552728,5
2018,104556791,4
2018,104558734,4
2018,105831684,4
2018,105832001,5
2018,105833021,4
2018,105833431,5
2018,105833689,4
2018,105833733,3
2018,105834035,5
2018,105832061,5
2018,116616459,5
2018,116606707,4
2018,116606875,4
2018,116611971,5
2018,116607016,4
2018,116607172,5
2018,116607173,5
2018,116607469,5
2018,105831683,5
2018,105833242,4
2018,105833442,5
2018,105831863,4
2018,105831916,4
2018,105831922,4
2018,105831907,6
2018,105831928,4
2018,105831913,4
2018,105832246,5
2018,105833670,5
2018,105834076,5
2018,106210552,4
2018,106210615,5
2018,106210637,4
2018,106210639,5
2018,106211047,4
2018,106211174,4
2018,106211356,5
2018,106211435,5
2018,106211921,5
2018,106212095,3
2018,106212220,4
2018,106212418,5
2018,106212422,5
2018,106212461,5
2018,106212970,4
2018,106212988,5
2018,106213200,4
2018,106213240,5
2018,106213558,4
2018,106213659,6
2018,106213846,5
2018,106214162,4
2018,106214471,4
2018,106214477,6
2018,106214503,4
2018,106214505,5
2018,106214563,5
2018,106215153,4
2018,106215295,4
2018,106210990,4
2018,106211253,4
2018,106211551,5
2018,106211605,4
2018,106211827,5
2018,106211998,5
2018,106212468,4
2018,106212475,5
2018,106212483,5
2018,106212687,4
2018,106212742,4
2018,106213069,5
2018,106210642,5
2018,106211039,5
2018,106211639,4
2018,106211800,5
2018,106211979,4
2018,106211983,4
2018,106212261,4
2018,106212363,4
2018,106212424,4
2018,106212833,4
2018,106213398,3
2018,106213801,4
2018,106213807,4
2018,106213855,4
2018,106213964,4
2018,106213994,5
2018,106214314,4
2018,106215052,4
2018,106215579,5
2018,106215603,5
2018,106215833,5
2018,106215890,4
2018,105831708,5
2018,105831919,5
